Texture_Contrast_Nuclei_3_00_256,AreaShape_Area,Texture_DifferenceEntropy_Nuclei_3_00_256,AreaShape_Eccentricity,Texture_Correlation_Nuclei_3_02_256,AreaShape_Zernike_4_2,Texture_InfoMeas1_Nuclei_3_02_256,AreaShape_Zernike_0_0,Texture_InfoMeas1_Nuclei_3_03_256,Texture_Contrast_Nuclei_3_01_256,AreaShape_MaximumRadius,AreaShape_BoundingBoxMaximum_X,AreaShape_Zernike_4_0,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,AreaShape_Compactness,AreaShape_BoundingBoxMaximum_Y,AreaShape_Zernike_3_1,AreaShape_Zernike_2_0,AreaShape_Zernike_5_3,AreaShape_Zernike_7_5,AreaShape_MinFeretDiameter,Texture_Correlation_Nuclei_3_03_256,CellType
18.51421608,1419,3.252309195,0.86937717,0.54219544,0.056124642,-0.087160454,0.483282706,-0.057060201,24.9318569,12.04159458,903,0.017236058,0.537082421,0.011312156,2.239238367,139,0.012371677,0.119590548,0.014068246,0.017639563,38.20450533,0.388220904,M1
16.02891326,1144,3.159107112,0.830039242,0.307222489,0.05121995,-0.043870101,0.53374351,-0.044679238,26.21336207,11.66190379,568,0.005957726,0.534549801,0.009486993,1.879300295,137,0.017455777,0.151411991,0.014417808,0.014315582,31.37858162,0.227015671,M1
22.26492537,931,3.151896214,0.600772794,0.592310975,0.013744162,-0.132232311,0.635936704,-0.083474004,27.31841432,14.86606875,965,0.033047947,0.500604995,0.130078773,1.323451812,148,0.023188917,0.19088098,0.021898926,0.005371792,31.7771167,0.344206575,M1
18.06914498,1485,3.249953164,0.833606764,0.396017084,0.038295278,-0.067694872,0.521237927,-0.042654181,25.66207455,17.2626765,155,0.007433342,0.465850802,0.016212877,1.590259509,171,0.03341132,0.152492736,0.027011899,0.009671719,35.8701039,0.255780245,M1
16.02181401,1011,3.160389737,0.720422492,0.46902991,0.029204608,-0.074870685,0.582897918,-0.049750998,22.85130112,10.44030651,435,0.048875753,0.472601353,0.007469936,1.883994193,177,0.049018067,0.112535864,0.025378242,0.006996803,32.46559099,0.265677797,M1
19.08264463,1107,3.270042795,0.704662431,0.641220048,0.014692979,-0.121998287,0.658326098,-0.069468752,21.65138593,15.03329638,992,0.036932443,0.461956806,0.00848911,1.215210224,183,0.025206828,0.185622535,0.01316892,0.005743383,30.9208273,0.421641134,M1
14.73559823,791,3.083893383,0.90303242,0.236462227,0.039800917,-0.053301448,0.438071637,-0.04461084,20.72283465,9.219544457,838,0.02661344,0.311535156,0.00944518,1.889713504,194,0.066125878,0.092712877,0.018802857,0.004702578,23.24952775,0.033116274,M1
15.71044467,1099,3.134787256,0.629229537,0.431071728,0.01185112,-0.058860289,0.713741198,-0.03407401,20.86550976,13.34166406,46,0.025146171,0.490596716,0.006580122,1.376604463,204,0.011201604,0.1444087,0.022455143,0.021703874,35.50721551,0.194716473,M1
4.482059282,771,2.296832052,0.869333911,0.229247238,0.060489151,-0.038793806,0.52383548,-0.019220406,4.579734219,10.63014581,564,0.003115351,0.097978403,0.040616383,1.795181898,204,0.014465856,0.133904428,0.00742037,0.006032705,24.55887745,0.101944691,M1
12.29234973,836,2.995138098,0.766707811,0.428399652,0.03339221,-0.094290731,0.519233297,-0.088841895,22.61769115,11.18033989,186,0.006026033,0.659106514,0.024971819,1.661702017,205,0.026612672,0.170020577,0.030869427,0.013138713,30.39800095,0.41138809,M1
15.86672474,1265,3.146458089,0.360284402,0.593442261,0.011526246,-0.119044463,0.863904118,-0.085232808,20.9562443,18.60107524,626,0.068503374,0.605077335,0.022129836,1.095806814,208,0.011703155,0.109703363,0.01013297,0.005346388,38.0,0.489143781,M1
10.35404455,971,2.799000825,0.814538502,0.39230777,0.042501308,-0.070701549,0.576102329,-0.049900624,13.54891995,10.81665383,917,0.010989519,0.427380582,0.012064859,1.655431442,214,0.021939978,0.150354711,0.011252474,0.012433618,30.2323081,0.268326258,M1
