Texture_Contrast_Nuclei_3_00_256,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_03_256,Texture_Contrast_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_03_256,CellType
1.8394793926247288,1.7846830036488397,0.2377941072564106,-0.0287225597381288,-0.0264725109305552,2.0034562211981566,0.2742543028309288,0.0662228673872229,0.2142754603753613,M1
2.0428816466552315,1.8579376871621185,0.3993270705521458,-0.0686409227446569,-0.0254877152426493,2.294117647058824,0.3463082604305669,0.054122081032337,0.2152673951634583,M1
1.870600414078675,1.81255513869006,0.3593049207909509,-0.0509424761779349,-0.0397167693985859,2.105494505494505,0.34140509467602,0.0608365589461997,0.3139403880723647,M1
2.7174825174825177,2.002832058030338,0.5139223536180177,-0.1024802234495602,-0.0684740276724225,3.5240240240240244,0.5247624701767484,0.0356594454496552,0.4103031413133073,M1
1.1,1.51611272293343,0.0952459375843724,-0.0089111376147505,-0.0044397283247516,1.205504587155963,0.08176006906262,0.1378628039396737,0.0487723546533322,M1
2.31859756097561,1.9410318964234947,0.4629224376052335,-0.079928200871418,-0.0407136613734051,2.67515923566879,0.4184259878558969,0.0501491857525282,0.3067429891818086,M1
0.8846153846153846,1.38100993525356,0.0657058373192306,-0.0085059763418925,-0.007338382137405,0.8254545454545454,-0.0294282929882839,0.1857120152574698,-0.0071066153635187,M1
1.2310536044362297,1.5442998373491896,0.1395436191191654,-0.0133513039932876,-0.009348810905734,1.2101167315175096,0.0528084039180431,0.1299161886149083,0.0275265410380612,M1
1.1896551724137931,1.5338818506936611,0.1002756629555649,-0.0138194041875761,-0.0048912371671743,1.2065378900445762,0.0740844282918632,0.1253271981107147,0.0159853074846004,M1
1.5031948881789137,1.6687397022770865,0.1131189892389716,-0.0118907644889768,-0.0187139920383539,1.5299295774647887,0.0892968814618491,0.1058893629617532,0.0859941332423917,M1
1.5200000000000002,1.6694441111692868,0.137732417686814,-0.018797797188523,-0.0070746598716877,1.4474708171206223,0.0693060948843517,0.1045333333333333,0.0773684565184725,M1
1.3772954924874787,1.6458894676607334,0.1727569895232907,-0.0247330590742948,-0.0097634225703199,1.387900355871886,0.1581266945431345,0.102272568917032,0.1048716562536356,M1
1.2440944881889764,1.569990881725147,0.0521274122297144,-0.004778892031252,-0.0101376872639301,1.2985386221294362,0.0792878773974496,0.1159111693223386,0.0060463464911581,M1
1.0829787234042554,1.4658070587478895,0.0882365188423908,-0.0070495779367362,-0.0090779840711259,1.1325581395348836,0.0262754619218497,0.1427863286555002,-0.0505532852748061,M1
1.2009569377990432,1.529799566502937,-0.0630050664669884,-0.0070267846801293,-0.0101370290554402,1.0915841584158414,-0.0731103610514483,0.143042741695474,0.0653377630121805,M1
1.4532967032967037,1.6621170319993963,0.3077243654848961,-0.042381729631416,-0.0307222980981077,1.6263008514664143,0.3453325206358613,0.0853279428142065,0.2624539225471621,M1
1.230096237970254,1.574294999234759,0.0614837944287809,-0.0038778546356242,-0.0073993368312343,1.2437050359712232,0.0972781136882975,0.1226312699538979,0.0678354640456513,M1
1.9689174705251875,1.813994820622702,0.3788741718851331,-0.0565534372556355,-0.0443490375519363,2.016666666666667,0.3570659699851514,0.0570690726706483,0.3251529153733524,M1
1.3712480252764614,1.6284949320509876,0.2061977138690723,-0.0180364718160727,-0.0134200097808695,1.4157024793388433,0.1423527373365105,0.0968522345260289,0.1738589963537328,M1
1.065326633165829,1.4617025476164769,0.040612242976868,-0.0086134600302453,-0.0087362053506918,1.0054945054945057,-0.0158561986058126,0.150548597257645,-0.1095614337206025,M1
3.356894553881808,2.164178026383603,0.4162663273101406,-0.0657593199001227,-0.0524016996827389,4.208641975308642,0.4564322033096794,0.0294447003030469,0.3707215514997882,M1
1.8222222222222224,1.799877868516816,0.4534428395811394,-0.0787667049552434,-0.0647221466452877,2.063079777365492,0.4922281458296536,0.0536493827160493,0.3966906123074121,M1
1.50597609561753,1.6902043410827452,0.186846503101054,-0.0185401705543605,-0.0146617000255555,1.5327731092436971,0.1399534143698983,0.0967679878097172,0.1726293327831543,M1
2.224469160768453,1.9021964086931924,0.4918517622597939,-0.0966170947579478,-0.0726958616505805,2.860786397449522,0.4976981100539334,0.0488048002241031,0.4399892891364175,M1
1.2220447284345046,1.517145402011921,0.1731692890098188,-0.0189108474026091,-0.0100885316976251,1.2316865417376492,0.1128668485182494,0.1143486715185415,0.1129440713696632,M1
1.2472406181015452,1.583867016668829,0.1790683469276809,-0.0189184289627628,-0.0119673026802879,1.3732227488151658,0.148225615630758,0.1179925100750941,0.1407182306599215,M1
1.8648351648351644,1.7928039230223876,0.3625920515559466,-0.0551210110430337,-0.038540644052525,1.9756097560975607,0.3221431893336989,0.0642645815722738,0.3065095977647575,M1
0.888641425389755,1.324247896021831,0.074756996773445,-0.0084413874622056,-0.0132149537963833,0.9498806682577566,0.0441839062062347,0.1723180936602497,0.0332933812758023,M1
1.9593023255813948,1.828558321718536,0.4157469356458366,-0.0671502752004833,-0.0581622860314678,2.215669014084507,0.4128676520368137,0.0545009850884648,0.3737952377009004,M1
2.189149560117301,1.904778311042506,0.5602239538284306,-0.1098010201340705,-0.0962413779263955,2.764570552147239,0.6182303655832713,0.0425730557872739,0.5333999028011671,M1
2.448678549477566,1.956652742511482,0.5501740567335206,-0.1116967977114238,-0.0853059367190759,2.671584348941629,0.5271171424602756,0.0399410077861713,0.4903251067655267,M1
1.229665071770335,1.5726298200059712,0.1237116922465609,-0.0114989386804885,-0.0151389404894353,1.4549918166939444,0.2130302884775835,0.1067944618687504,0.0913723749946321,M1
2.0596840257460505,1.8601964499690968,0.5620492120960039,-0.1186654138799214,-0.1128976099689714,2.2847642079806527,0.5524990567463756,0.0485165959582713,0.5509967498205671,M1
1.8217299578059076,1.7933759139324308,0.4466167730191634,-0.0738698670695921,-0.0622720960651666,2.0605060506050608,0.4175602181130604,0.0637662678701775,0.3990689480845324,M1
2.4202898550724634,1.966693658971224,0.3894431814508364,-0.0596873792217714,-0.0380335840931361,3.056201550387597,0.4824489131365413,0.0428891645662675,0.2587127803800639,M1
1.7416666666666665,1.7512728343285209,0.4536758019554024,-0.0817763150496949,-0.0667124566194339,1.8788209606986896,0.4465008017379621,0.0599229600694444,0.3956018993919703,M1
1.2783505154639172,1.587821266479012,0.1638238408266938,-0.0151042921108049,-0.0060008836629025,1.6399253731343282,0.1996066499813339,0.0984606936620965,0.0534963023367284,M1
1.0103359173126616,1.369224329979864,-0.0110161606346131,-0.0004505532668984,-0.0050561615207506,0.9510869565217392,-0.0087631872802127,0.1532893990078053,-0.019237208169725,M1
1.7175,1.7450615218852987,0.3167293988751679,-0.052785868732006,-0.0291355242523724,1.838370565045992,0.3072423177130932,0.07166015625,0.2494285010507555,M1
