Texture_Contrast_Nuclei_3_00_256,Intensity_MeanIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Intensity_MaxIntensityEdge_Nuclei,Intensity_StdIntensityEdge_Nuclei,Intensity_LowerQuartileIntensity_Nuclei,Texture_Correlation_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_02_256,Intensity_MeanIntensity_Nuclei,Intensity_StdIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_03_256,Texture_Contrast_Nuclei_3_01_256,Intensity_MinIntensityEdge_Nuclei,Intensity_MinIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Intensity_IntegratedIntensityEdge_Nuclei,Intensity_IntegratedIntensity_Nuclei,Intensity_MassDisplacement_Nuclei,Intensity_MaxIntensity_Nuclei,Texture_Correlation_Nuclei_3_03_256,CellType
1.8394793926247288,0.0056259030352832,1.7846830036488397,0.0130062755197286,0.0022804285744867,0.0062203928828239,0.2377941072564106,-0.0287225597381288,0.0097249795418938,0.0043906506834902,-0.0264725109305552,2.0034562211981566,0.0011309805558994,0.0002827451389748,0.0033929413184523,0.2742543028309288,0.0662228673872229,0.6582306551281363,10.220953498530434,0.2308904170939016,0.0277090221643447,0.2142754603753613,M1
2.0428816466552315,0.0059314334923708,1.8579376871621185,0.0130062755197286,0.0021037862693058,0.0070686279796063,0.3993270705521458,-0.0686409227446569,0.0107575813546053,0.0050123908092537,-0.0254877152426493,2.294117647058824,0.0016964706592261,0.0002827451389748,0.0033929417841136,0.3463082604305669,0.054122081032337,0.5397604478057474,7.336670483840862,0.3990924980820257,0.026860786601901,0.2152673951634583,M1
1.870600414078675,0.0058972555014858,1.81255513869006,0.0130062755197286,0.0024438882365488,0.0062203928828239,0.3593049207909509,-0.0509424761779349,0.0102777852803618,0.0047426137894998,-0.0397167693985859,2.105494505494505,0.0011309805558994,0.0011309805558994,0.0033929413184523,0.34140509467602,0.0608365589461997,0.7843349816976115,11.51111951400526,0.3337092558083064,0.026860786601901,0.3139403880723647,M1
2.7174825174825177,0.0057065578730544,2.002832058030338,0.0110270595178008,0.0023291892598637,0.0070686279796063,0.5139223536180177,-0.1024802234495602,0.0126080821273383,0.0066487387718382,-0.0684740276724225,3.5240240240240244,0.0011309805558994,0.0011309805558994,0.0048066675662994,0.5247624701767484,0.0356594454496552,0.5934820187976584,10.313411180162802,0.2777144386344932,0.0361913777887821,0.4103031413133073,M1
1.1,0.0057892064635234,1.51611272293343,0.0130062755197286,0.0024694411981849,0.0050894124433398,0.0952459375843724,-0.0089111376147505,0.0070647743706029,0.0030588317951286,-0.0044397283247516,1.205504587155963,0.0,0.0,0.0019792164675891,0.08176006906262,0.1378628039396737,1.1578412927046884,9.84829547262052,0.2757802811577828,0.0203576497733593,0.0487723546533322,M1
2.31859756097561,0.0056308391256297,1.9410318964234947,0.0110270595178008,0.0023496202672784,0.0070686279796063,0.4629224376052335,-0.079928200871418,0.0113064829216721,0.0055434646174661,-0.0407136613734051,2.67515923566879,0.0016964706592261,0.0002827451389748,0.0039584310725331,0.4184259878558969,0.0501491857525282,0.5292988778091967,8.660765918000834,0.0660536566723672,0.0336466692388057,0.3067429891818086,M1
0.8846153846153846,0.0057119075856697,1.38100993525356,0.0110270595178008,0.0022758786736239,0.004241176880896,0.0657058373192306,-0.0085059763418925,0.0060130463536673,0.0027220000884776,-0.007338382137405,0.8254545454545454,0.0011309805558994,0.0,0.0019792155362665,-0.0294282929882839,0.1857120152574698,0.7082765406230465,2.705870859150309,0.1932320188274908,0.0149854905903339,-0.0071066153635187,M1
1.2310536044362297,0.0064658528247561,1.5442998373491896,0.0149854905903339,0.002516834345117,0.0050894124433398,0.1395436191191654,-0.0133513039932876,0.0072182917254941,0.0031431984499563,-0.009348810905734,1.2101167315175096,0.0011309805558994,0.0011309805558994,0.0019792164675891,0.0528084039180431,0.1299161886149083,0.5883926070528105,4.800163997453637,0.3416985225712189,0.0214886292815208,0.0275265410380612,M1
1.1896551724137931,0.0062203927478213,1.5338818506936611,0.0149854905903339,0.0025598411374596,0.0050894124433398,0.1002756629555649,-0.0138194041875761,0.0072178729608119,0.003129768152586,-0.0048912371671743,1.2065378900445762,0.0011309805558994,0.0,0.0019792155362665,0.0740844282918632,0.1253271981107147,0.7402267369907349,6.221806492219912,0.0727349736869653,0.0203576497733593,0.0159853074846004,M1
1.5031948881789137,0.0059555052733661,1.6687397022770865,0.0115925502032041,0.0023779664239699,0.0056549026630818,0.1131189892389716,-0.0118907644889768,0.0081625592733075,0.0035071488006274,-0.0187139920383539,1.5299295774647887,0.0002827451389748,0.0002827451389748,0.0019792160019278,0.0892968814618491,0.1058893629617532,0.5657730009697843,5.917855473147938,0.0876520984417558,0.0262952968478202,0.0859941332423917,M1
1.5200000000000002,0.0057779798301292,1.6694441111692868,0.0135717652738094,0.0022332746556015,0.0062203928828239,0.137732417686814,-0.018797797188523,0.0084823537408209,0.0035002515021983,-0.0070746598716877,1.4474708171206223,0.0002827451389748,0.0002827451389748,0.0022619608789682,0.0693060948843517,0.1045333333333333,0.4911282855609897,5.403259332902962,0.1066650008439002,0.0223368648439645,0.0773684565184725,M1
1.3772954924874787,0.0056961361721429,1.6458894676607334,0.0130062755197286,0.0021962016863034,0.0056549026630818,0.1727569895232907,-0.0247330590742948,0.0080931305506677,0.0035430639059999,-0.0097634225703199,1.387900355871886,0.0016964706592261,0.0,0.0025447057560086,0.1581266945431345,0.102272568917032,0.5468290725257248,5.738029560423456,0.547084453510409,0.0195094142109155,0.1048716562536356,M1
1.2440944881889764,0.0052596083734844,1.569990881725147,0.0124407857656478,0.002361129270877,0.0050894124433398,0.0521274122297144,-0.004778892031252,0.007456834479061,0.00329846622023,-0.0101376872639301,1.2985386221294362,0.0002827451389748,0.0,0.0019792164675891,0.0792878773974496,0.1159111693223386,0.541739662468899,4.638151045975974,0.0978427795917404,0.0203576497733593,0.0060463464911581,M1
1.0829787234042554,0.0058265692277927,1.4658070587478895,0.0144200008362531,0.002317560710778,0.0050894124433398,0.0882365188423908,-0.0070495779367362,0.0068653753440457,0.0028485084421931,-0.0090779840711259,1.1325581395348836,0.0011309805558994,0.0011309805558994,0.0019792160019278,0.0262754619218497,0.1427863286555002,0.6525757535127923,4.078032954363152,0.2380112905149389,0.0163992177695035,-0.0505532852748061,M1
1.2009569377990432,0.0059772848133128,1.529799566502937,0.0144200008362531,0.0028012881695997,0.0050894124433398,-0.0630050664669884,-0.0070267846801293,0.0069040755888652,0.0029883677254065,-0.0101370290554402,1.0915841584158414,0.0002827451389748,0.0002827451389748,0.002120588440448,-0.0731103610514483,0.143042741695474,0.6395694750244729,3.8317619518202255,0.271929297026837,0.0189439244568347,0.0653377630121805,M1
1.4532967032967037,0.0059276684118873,1.6621170319993963,0.0144200008362531,0.0025389512255561,0.0062203928828239,0.3077243654848961,-0.042381729631416,0.0091563239940508,0.0041431595555509,-0.0307222980981077,1.6263008514664143,0.0,0.0,0.0028274510987102,0.3453325206358613,0.0853279428142065,1.007703630020842,11.884908544278003,0.5676333791607139,0.0262952968478202,0.2624539225471621,M1
1.230096237970254,0.0057297468226512,1.574294999234759,0.0155509812757372,0.0024550783133039,0.0050894124433398,0.0614837944287809,-0.0038778546356242,0.0072184767718449,0.0032046855913823,-0.0073993368312343,1.2437050359712232,0.0016964706592261,0.0,0.0019792164675891,0.0972781136882975,0.1226312699538979,0.9740569598507136,9.7521621187625,0.1320529550982519,0.0203576497733593,0.0678354640456513,M1
1.9689174705251875,0.0056858600196292,1.813994820622702,0.0130062755197286,0.0024942564272854,0.0070686279796063,0.3788741718851331,-0.0565534372556355,0.0106392652504032,0.0049181002896888,-0.0443490375519363,2.016666666666667,0.0002827451389748,0.0002827451389748,0.0033929417841136,0.3570659699851514,0.0570690726706483,0.7789628226892091,11.511685000936268,0.9951868483622686,0.0288400016725063,0.3251529153733524,M1
1.3712480252764614,0.0060441612301088,1.6284949320509876,0.0155509812757372,0.0026128951305487,0.0056549026630818,0.2061977138690723,-0.0180364718160727,0.0083643624072464,0.0034731249446204,-0.0134200097808695,1.4157024793388433,0.0011309805558994,0.0,0.0025447057560086,0.1423527373365105,0.0968522345260289,0.8824475395958871,11.986131329584168,0.3091368958314142,0.02092313952744,0.1738589963537328,M1
1.065326633165829,0.0058548233520023,1.4617025476164769,0.0130062755197286,0.0024783926555701,0.0050894124433398,0.040612242976868,-0.0086134600302453,0.0068415326724073,0.0028377617705723,-0.0087362053506918,1.0054945054945057,0.0,0.0,0.0019792155362665,-0.0158561986058126,0.150548597257645,0.5796275118482299,3.441290934220888,0.1096109256102968,0.0175301972776651,-0.1095614337206025,M1
