Texture_Contrast_Nuclei_3_00_256,AreaShape_Area,Texture_DifferenceEntropy_Nuclei_3_00_256,AreaShape_Eccentricity,Texture_Correlation_Nuclei_3_02_256,AreaShape_Zernike_4_2,Texture_InfoMeas1_Nuclei_3_02_256,AreaShape_Zernike_0_0,Texture_InfoMeas1_Nuclei_3_03_256,Texture_Contrast_Nuclei_3_01_256,AreaShape_MaximumRadius,AreaShape_BoundingBoxMaximum_X,AreaShape_Zernike_4_0,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,AreaShape_Compactness,AreaShape_BoundingBoxMaximum_Y,AreaShape_Zernike_3_1,AreaShape_Zernike_2_0,AreaShape_Zernike_5_3,AreaShape_Zernike_7_5,AreaShape_MinFeretDiameter,Texture_Correlation_Nuclei_3_03_256,CellType
11.696810658054098,2768,2.9528808959742454,0.6444771263743693,0.743352300336489,0.0115433821727359,-0.1500622502416384,0.6714282834495962,-0.1259246212550838,14.479345603271987,25.495097567963924,149,0.0437118272962433,0.7528060088216094,0.007238740131454,2.2021394802079257,73,0.0145911354030097,0.185508480989207,0.0086812657255282,0.0034380551040598,53.75510032369776,0.6995716286503046,M1
14.602829162132757,1069,3.080148073522955,0.2291454665711752,0.5819532033950652,0.0123253740454832,-0.1036486645505313,0.7867786698330776,-0.0921925010528733,19.485843714609285,16.0312195418814,763,0.0458423512673775,0.5928355043526017,0.0071326997102636,1.5080561958855223,67,0.0270279594012835,0.1334583271228709,0.0082678817163879,0.0094309082306749,36.39628628270216,0.5187334457734676,M1
6.429373246024323,1249,2.553920708549278,0.6053074676514156,0.1606170401739156,0.0117075213735154,-0.017906709241964,0.7851237619882772,-0.0158139615611156,6.535953978906999,16.97056274847714,631,0.054654307552754,0.1592661993518425,0.0237197454235837,1.3940183375287138,74,0.0148028780281467,0.1418894882365977,0.013631631963604,0.0040999045555904,35.597968827102825,0.059526306720231,M1
11.03532008830022,1036,2.903236278866025,0.2238437756960934,0.3039618592384246,0.0080881857563518,-0.0451890269432738,0.9379018445275044,-0.0379675929915742,12.568261376896148,17.26267650163207,219,0.0450705822434045,0.3314645037012981,0.0108310308027425,1.1274784594054232,93,0.0144586111785756,0.0559559813123218,0.004636978389882,0.0031717663095293,34.85258530873575,0.2296202058577777,M1
13.203373015873016,1157,3.0299155155119277,0.5752018365534796,0.6364242226434241,0.0034751832362341,-0.1177536805151305,0.7470274610844743,-0.0790941122853371,14.961855670103091,16.0,760,0.0424028788198366,0.628382824799193,0.0070359741118669,1.4389021552914554,129,0.0126585565693544,0.1534036013246958,0.0077196042764145,0.0116608379409791,37.11872842649651,0.4682945422868511,M1
10.456320657759507,1102,2.833122129505167,0.5023339542629504,0.3545819006643037,0.0152060747323811,-0.0576806917689412,0.800824609943127,-0.048851486646201,10.749731471535984,17.0,94,0.0716388781703816,0.3554707205512042,0.0114525909737633,1.235658011125481,128,0.0111652742499421,0.1463771031956262,0.0039709640500091,0.0052150239351844,34.0,0.3183088980781294,M1
10.32681867535288,1058,2.840839626933935,0.4143553905183185,0.4728941292940147,0.008574621609427,-0.0760849375509603,0.8298300371134852,-0.0656371447605737,11.572254335260114,16.492422502470642,560,0.0674690452951238,0.4776941718678586,0.0097784709769982,1.4085531358508483,148,0.0123579916230465,0.127327158794952,0.0116316108099023,0.0083827854234436,35.622331409517614,0.3950950275403433,M1
10.085836909871244,2072,2.835862844492389,0.6490651994753092,0.4663739522291217,0.0079763451061483,-0.0640363993526258,0.7055137005480672,-0.0510574817062467,11.366666666666667,20.808652046684813,343,0.0476899906487747,0.4629601221470248,0.0098457445338834,1.8722967382379216,175,0.0113147256388736,0.1745824794561904,0.0092222588390724,0.0033321755208155,44.83247774057208,0.4062794881394329,M1
9.25606150206978,1904,2.778785153381328,0.6682171031040715,0.3679730796052698,0.0294818827879586,-0.0445825045232664,0.6747141923673113,-0.0398245768340953,9.573357888275016,19.209372712298546,369,0.026372070255623,0.3708439141407836,0.0126587656990901,1.6201798269929584,192,0.0249559306963976,0.1423321287535337,0.0170869043810328,0.0060520343615652,42.62018177493704,0.3326868457942972,M1
13.28897338403042,935,3.0052928717467355,0.4493608250818623,0.4737028206929451,0.0094829976090867,-0.0842849873433378,0.8017967943872782,-0.0743520610149615,16.91677852348993,15.652475842498529,424,0.0798772998145517,0.5150186310326255,0.0077909018330305,1.3382973184653753,181,0.0017008353502863,0.1498730361112837,0.0013660183640395,0.0033158889414163,33.23401871576773,0.4162532080429433,M1
