Texture_Contrast_Nuclei_3_00_256,Intensity_MeanIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Intensity_LowerQuartileIntensity_Nuclei,Intensity_StdIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Texture_Correlation_Nuclei_3_02_256,Intensity_IntegratedIntensityEdge_Nuclei,Texture_InfoMeas1_Nuclei_3_02_256,Intensity_MaxIntensity_Nuclei,Intensity_StdIntensity_Nuclei,Texture_DifferenceVariance_Nuclei_3_00_256,Intensity_MinIntensityEdge_Nuclei,Texture_Contrast_Nuclei_3_01_256,Texture_InfoMeas1_Nuclei_3_01_256,Intensity_MinIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Intensity_IntegratedIntensity_Nuclei,Intensity_MassDisplacement_Nuclei,Intensity_MeanIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_03_256,CellType
18.51421608,0.017315644,3.252309195,0.027991766,0.00402973,0.03251569,0.54219544,2.943659513,-0.087160454,0.071817264,0.018357616,0.003881276,0.00989608,24.9318569,-0.051948722,0.00989608,0.014985487,0.537082421,0.011312156,72.88038352,1.864103798,0.043033848,-0.057060201,M1
16.02891326,0.018657196,3.159107112,0.029688237,0.004786007,0.034777649,0.307222489,2.649321831,-0.043870101,0.071817264,0.017093911,0.004182298,0.008199609,26.21336207,-0.040982843,0.008199609,0.013289023,0.534549801,0.009486993,72.84051708,0.958199654,0.043231334,-0.044679238,M1
22.26492537,0.018254237,3.151896214,0.033363923,0.004803352,0.034777649,0.592310975,1.953203331,-0.132232311,0.071817264,0.02089066,0.006567557,0.00989608,27.31841432,-0.086320655,0.00989608,0.010461576,0.500604995,0.130078773,72.63863648,0.62381397,0.052852991,-0.083474004,M1
18.06914498,0.023146631,3.249953164,0.035696573,0.011902725,0.064183146,0.396017084,3.402554824,-0.067694872,0.071817264,0.017194506,0.003677793,0.008482354,25.66207455,-0.034046952,0.008482354,0.013854511,0.465850802,0.016212877,71.78333256,0.95509208,0.048338944,-0.042654181,M1
16.02181401,0.017905785,3.160389737,0.026578041,0.004386635,0.031101963,0.46902991,2.399375133,-0.074870685,0.071817264,0.015663508,0.004083377,0.009047844,22.85130112,-0.05229476,0.009047844,0.010744317,0.472601353,0.007469936,71.23848244,0.363487325,0.038580307,-0.049750998,M1
19.08264463,0.018721766,3.270042795,0.029970981,0.00469738,0.031101963,0.641220048,2.096837847,-0.121998287,0.071817264,0.017508588,0.00338288,0.009330589,21.65138593,-0.062351928,0.009330589,0.014420001,0.461956806,0.00848911,69.57056939,0.570204825,0.044646145,-0.069468752,M1
14.73559823,0.019279384,3.083893383,0.024881572,0.004935729,0.03534314,0.236462227,2.274967288,-0.053301448,0.071817264,0.013072004,0.004641394,0.009330589,20.72283465,-0.039395643,0.009330589,0.008765098,0.311535156,0.00944518,69.03731177,0.217304204,0.035037161,-0.04461084,M1
15.71044467,0.018687536,3.134787256,0.026295297,0.004295302,0.033363923,0.431071728,2.20512923,-0.058860289,0.071817264,0.015718831,0.004063435,0.01215804,20.86550976,-0.057286199,0.01215804,0.01187529,0.490596716,0.006580122,68.9844389,0.775584884,0.039031691,-0.03407401,M1
4.482059282,0.018123458,2.296832052,0.018661179,0.004334229,0.030819217,0.229247238,2.029827259,-0.038793806,0.051176868,0.006086326,0.012520197,0.010178825,4.579734219,-0.018616851,0.010178825,0.003534313,0.097978403,0.040616383,68.65362681,0.492637505,0.02289172,-0.019220406,M1
12.29234973,0.021756091,2.995138098,0.031667456,0.007870133,0.042977259,0.428399652,2.414926127,-0.094290731,0.071817264,0.01762803,0.004958495,0.01046157,22.61769115,-0.078128765,0.01046157,0.013571765,0.659106514,0.024971819,67.9136828,0.37461746,0.045257484,-0.088841895,M1
15.86672474,0.017965379,3.146458089,0.029970981,0.003736794,0.027709022,0.593442261,2.066018632,-0.119044463,0.071817264,0.018272548,0.004521559,0.009613334,20.9562443,-0.078555454,0.009613334,0.013995886,0.605077335,0.022129836,67.79012314,1.797530306,0.044511235,-0.085232808,M1
10.35404455,0.018628464,2.799000825,0.02375059,0.004443196,0.030536473,0.39230777,2.254044146,-0.070701549,0.071817264,0.011794891,0.006501308,0.009047844,13.54891995,-0.052441743,0.009047844,0.007634122,0.427380582,0.012064859,67.58174043,1.557612611,0.032324087,-0.049900624,M1
17.82093664,0.019700951,3.204653976,0.028840002,0.006963463,0.042977259,0.334774886,1.832188415,-0.0692375,0.071817264,0.016016337,0.004157511,0.010178825,25.09777778,-0.045327519,0.010178825,0.010744317,0.428505197,0.008580357,66.44934569,0.968913869,0.041170134,-0.049000147,M1
17.00255918,0.01827283,3.215145772,0.036474124,0.004583299,0.034212161,0.498546826,3.033289701,-0.070312899,0.071817264,0.017337844,0.003731777,0.009330589,21.40013141,-0.047945224,0.009330589,0.013571769,0.480151371,0.014730641,65.91213007,0.584702975,0.048894143,-0.029312923,M1
13.8136646,0.019093835,3.066469712,0.029122747,0.004457198,0.035625886,0.495363573,2.844981469,-0.078916512,0.071817264,0.016920657,0.004380165,0.00989608,24.3219697,-0.048400414,0.00989608,0.012723533,0.596203955,0.009224654,65.46426218,1.196996698,0.042314309,-0.069716589,M1
15.25335721,0.020948315,3.136866399,0.029405491,0.007664464,0.050328631,0.53323584,3.058454027,-0.084929,0.071817264,0.016295908,0.004233813,0.008482354,22.04971857,-0.047831146,0.008482354,0.011309806,0.515515907,0.010224102,65.45719315,0.330598791,0.041791683,-0.074348303,M1
17.07112616,0.018625236,3.192806604,0.029405491,0.004034472,0.028557256,0.568885912,2.197777857,-0.0920073,0.071817264,0.017548778,0.004057308,0.010744315,22.29758713,-0.060298097,0.010744315,0.014844118,0.53815004,0.008721207,65.15041482,1.64396826,0.044505706,-0.075025788,M1
