Texture_Contrast_Nuclei_3_00_256,AreaShape_Area,Intensity_MeanIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Intensity_LowerQuartileIntensity_Nuclei,AreaShape_Zernike_4_2,Intensity_StdIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Texture_Correlation_Nuclei_3_02_256,AreaShape_Eccentricity,Intensity_IntegratedIntensityEdge_Nuclei,Texture_InfoMeas1_Nuclei_3_02_256,Intensity_MaxIntensity_Nuclei,Intensity_StdIntensity_Nuclei,Texture_DifferenceVariance_Nuclei_3_00_256,Intensity_MinIntensityEdge_Nuclei,Texture_Contrast_Nuclei_3_01_256,Texture_InfoMeas1_Nuclei_3_01_256,AreaShape_Zernike_0_0,AreaShape_Zernike_4_4,Intensity_MinIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Intensity_IntegratedIntensity_Nuclei,AreaShape_Compactness,AreaShape_BoundingBoxMaximum_Y,Intensity_MassDisplacement_Nuclei,AreaShape_Orientation,AreaShape_MaximumRadius,AreaShape_Zernike_7_1,AreaShape_Zernike_2_0,Intensity_MeanIntensity_Nuclei,AreaShape_MinFeretDiameter,AreaShape_Zernike_7_5,Texture_InfoMeas1_Nuclei_3_03_256,CellType
12.552660152008688,1044,0.0204745532962708,2.9670399927181434,0.0316674560308456,0.010358540051683,0.003891373762717,0.0288400016725063,0.5047411871793048,0.7126918674190222,2.1293535428121686,-0.1005376583661374,0.0718172639608383,0.0146705468977148,0.0056104174987821,0.0110270595178008,16.27526132404181,-0.0782615692094257,0.7003488328258746,0.027009116257369,0.0110270595178008,0.0104615725576877,0.5135135283317063,0.0099081511032831,44.66411636490375,1.1541967976434944,58,1.1207693279424895,-32.8454135798688,15.556349186104043,0.005633764547949,0.1585539155986374,0.042781720656038,31.11269837220809,0.0037540699999028,-0.056887325571845,M1
15.78619756427605,850,0.0242188868675536,2.7430010263043654,0.0476425532251596,0.0162302146140685,0.0121691193075809,0.0588109828531742,0.4429509492763855,0.3676577995229484,2.325013139285147,-0.1238155977974628,0.0718172639608383,0.0178858685321438,0.0108510548388866,0.0093305893242359,24.90753911806544,-0.084595731074277,0.7679567263988917,0.0085798638113007,0.0093305893242359,0.0014137253165245,0.4564243469058709,0.2201554234318035,49.48068036790937,1.2126656805646976,70,0.2525070083801244,-22.71157966641833,15.297058540778355,0.0194098081822597,0.1552678865150911,0.0582125651387169,31.64218264867765,0.0071915452999346,-0.116995769142481,M1
16.997668997669,999,0.0208225012520107,3.154519784800144,0.0339294150471687,0.0448957520994353,0.0044093313522413,0.0330811813473701,0.6576025822069825,0.8349331509544629,2.4570551477372646,-0.1628240966126582,0.0718172639608383,0.0182786510060142,0.0048382044101006,0.0115925502032041,20.71428571428571,-0.0831411100243161,0.5834707821974439,0.0139955678292778,0.0115925502032041,0.0175301972776651,0.5395367589079417,0.0502014496769741,49.07663720101118,1.4962596414962237,85,0.4903436297016918,2.8396098500218425,11.6619037896906,0.0089831852480369,0.1374050624588068,0.0491257629639751,29.0,0.0157690761233349,-0.0876926854272545,M1
22.57242339832869,862,0.0200359940682666,3.3618742573046205,0.038029221817851,0.0628093150914201,0.0045522806658108,0.0333639234304428,0.5042892279812051,0.8965662062843383,2.18392335344106,-0.0950120106525159,0.0718172639608383,0.0174309030452854,0.0035601137865996,0.0115925502032041,24.077474892395983,-0.071521209738578,0.4900966039097953,0.0316438455439758,0.0115925502032041,0.0138545110821723,0.2836185658767172,0.0262664783792801,43.21419951599091,1.563160715847758,95,0.0598365830850634,1.4100129914391946,10.63014581273465,0.0062196480909234,0.1393158708379941,0.0501324820371124,23.0,0.0022612391152904,-0.0464599111946283,M1
16.450213371266003,1577,0.0203782463606619,3.1831820829709887,0.0313847102224826,0.0268168949787098,0.0048256407116618,0.039301574230194,0.5139022393688908,0.6894409387479753,3.077115200459957,-0.0805739168419638,0.0718172639608383,0.0177612951345338,0.0041201937684365,0.0121580399572849,21.277027027027025,-0.0694437400579428,0.6058394395101115,0.0564147353257075,0.0121580399572849,0.0151268616318702,0.56668886363013,0.0131768644439902,72.13648113794625,1.6575055831781211,83,1.203747155421434,-42.361616679205085,13.92838827718412,0.001354903613543,0.1392254934132136,0.0457428542409297,41.59394691819308,0.0007370030968773,-0.04730980290104,M1
13.38968824940048,955,0.0206134660199048,3.033428658723531,0.0305364727973938,0.0612819777817375,0.0040668127691964,0.0330811813473701,0.1905053399984401,0.8946069071732149,2.597296718508005,-0.0398360434143337,0.0718172639608383,0.0136010356086246,0.0048727235155218,0.0127235306426882,20.675,-0.0377124028859751,0.4437750967963797,0.027864083419056,0.0127235306426882,0.0093305855989456,0.3972546035303735,0.0093162879768127,38.662568328902125,1.8754715651523608,92,0.1904121311528981,-88.51114048152736,10.63014581273465,0.0047000813992422,0.1373007960657268,0.0404843647423058,27.0,0.00809872417377,-0.0415389623145736,M1
13.54439461883408,1232,0.0199657741917722,2.9653772466934134,0.036756869405508,0.0267014148706056,0.0041880163041969,0.0302537269890308,0.6301122754249173,0.6464414645326206,2.2760982578620315,-0.1396246564374755,0.0718172639608383,0.0178746596773294,0.0062552976189116,0.0115925502032041,19.670542635658915,-0.0758329084764691,0.7175570019437734,0.0336061138356496,0.0115925502032041,0.0163992196321487,0.6127788300430327,0.0585207826419192,64.20180493313819,1.1577783906934274,100,0.553267296989057,-52.24085943883624,16.76305461424021,0.0030784985534408,0.1301707236763771,0.0521118546535212,33.77475339282055,0.0070362149928171,-0.099079661402557,M1
16.126205083260302,1270,0.019702294025599,3.1356190022346158,0.0373223572969436,0.0386145884968206,0.0045410111701347,0.0316674560308456,0.4452879526645821,0.7980135983367439,2.541595929302275,-0.0781702236377987,0.0718172639608383,0.0181401907678597,0.0048172786496664,0.0084823537617921,23.437732342007436,-0.0525622026706055,0.5657852420621612,0.0233688295636063,0.0084823537617921,0.0163992159068584,0.5548875674710715,0.0400324607241368,64.71838021371514,1.4911888122270265,107,0.5310979045253321,-89.0239687370551,13.892443989449804,0.0056729925563586,0.1817522310138071,0.0509593544989882,35.810305523010776,0.0081638715494801,-0.056202512618101,M1
22.043636363636363,941,0.0194423710255278,3.1408119846868194,0.0497631430625915,0.0195319672604632,0.0043483108522046,0.02968823723495,0.3719077521595429,0.556181936424709,1.885909989476204,-0.1102069248867658,0.0718172639608383,0.0176300765503881,0.0060126340208939,0.0093305893242359,19.917293233082702,-0.088391452390415,0.813348326907242,0.0246391084108353,0.0093305893242359,0.0072100013494491,0.216206194433961,0.0903280073461891,53.96445229835808,1.130872781905672,114,0.2737547587273381,5.293401081909597,15.297058540778355,0.0105584428962908,0.130317629803195,0.0573479833138768,32.14237196399323,0.002952046875495,-0.0621062657692048,M1
20.512408759124085,808,0.0212680882960557,3.295596029150941,0.0407152995467186,0.0373118704075982,0.0087735387687886,0.0576800033450126,0.3934862703492483,0.7725742485020078,2.12680882960558,-0.0815187876626275,0.0718172639608383,0.0169307601161621,0.0038018958886204,0.0110270595178008,22.329835082458768,-0.0600411831817385,0.6346473262728993,0.0209896645956423,0.0110270595178008,0.0115925557911396,0.2922436252872028,0.0141829612659172,41.17051752842963,1.4154305114183208,122,0.2844047843023166,19.45743211441609,11.04536101718726,0.0083548408700754,0.1576482078352917,0.0509536108025119,25.26022569335045,0.0039853784535012,-0.0526672346480808,M1
