Texture_Contrast_Nuclei_3_00_256,Intensity_MeanIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Intensity_LowerQuartileIntensity_Nuclei,Intensity_StdIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Texture_Correlation_Nuclei_3_02_256,Intensity_IntegratedIntensityEdge_Nuclei,Texture_InfoMeas1_Nuclei_3_02_256,Intensity_MaxIntensity_Nuclei,Intensity_StdIntensity_Nuclei,Texture_DifferenceVariance_Nuclei_3_00_256,Intensity_MinIntensityEdge_Nuclei,Texture_Contrast_Nuclei_3_01_256,Texture_InfoMeas1_Nuclei_3_01_256,Intensity_MinIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Intensity_IntegratedIntensity_Nuclei,Intensity_MassDisplacement_Nuclei,Intensity_MeanIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_03_256,CellType
12.552660152008688,0.0204745532962708,2.9670399927181434,0.0316674560308456,0.003891373762717,0.0288400016725063,0.5047411871793048,2.1293535428121686,-0.1005376583661374,0.0718172639608383,0.0146705468977148,0.0056104174987821,0.0110270595178008,16.27526132404181,-0.0782615692094257,0.0110270595178008,0.0104615725576877,0.5135135283317063,0.0099081511032831,44.66411636490375,1.1207693279424895,0.042781720656038,-0.056887325571845,M1
15.78619756427605,0.0242188868675536,2.7430010263043654,0.0476425532251596,0.0121691193075809,0.0588109828531742,0.4429509492763855,2.325013139285147,-0.1238155977974628,0.0718172639608383,0.0178858685321438,0.0108510548388866,0.0093305893242359,24.90753911806544,-0.084595731074277,0.0093305893242359,0.0014137253165245,0.4564243469058709,0.2201554234318035,49.48068036790937,0.2525070083801244,0.0582125651387169,-0.116995769142481,M1
16.997668997669,0.0208225012520107,3.154519784800144,0.0339294150471687,0.0044093313522413,0.0330811813473701,0.6576025822069825,2.4570551477372646,-0.1628240966126582,0.0718172639608383,0.0182786510060142,0.0048382044101006,0.0115925502032041,20.71428571428571,-0.0831411100243161,0.0115925502032041,0.0175301972776651,0.5395367589079417,0.0502014496769741,49.07663720101118,0.4903436297016918,0.0491257629639751,-0.0876926854272545,M1
22.57242339832869,0.0200359940682666,3.3618742573046205,0.038029221817851,0.0045522806658108,0.0333639234304428,0.5042892279812051,2.18392335344106,-0.0950120106525159,0.0718172639608383,0.0174309030452854,0.0035601137865996,0.0115925502032041,24.077474892395983,-0.071521209738578,0.0115925502032041,0.0138545110821723,0.2836185658767172,0.0262664783792801,43.21419951599091,0.0598365830850634,0.0501324820371124,-0.0464599111946283,M1
16.450213371266003,0.0203782463606619,3.1831820829709887,0.0313847102224826,0.0048256407116618,0.039301574230194,0.5139022393688908,3.077115200459957,-0.0805739168419638,0.0718172639608383,0.0177612951345338,0.0041201937684365,0.0121580399572849,21.277027027027025,-0.0694437400579428,0.0121580399572849,0.0151268616318702,0.56668886363013,0.0131768644439902,72.13648113794625,1.203747155421434,0.0457428542409297,-0.04730980290104,M1
13.38968824940048,0.0206134660199048,3.033428658723531,0.0305364727973938,0.0040668127691964,0.0330811813473701,0.1905053399984401,2.597296718508005,-0.0398360434143337,0.0718172639608383,0.0136010356086246,0.0048727235155218,0.0127235306426882,20.675,-0.0377124028859751,0.0127235306426882,0.0093305855989456,0.3972546035303735,0.0093162879768127,38.662568328902125,0.1904121311528981,0.0404843647423058,-0.0415389623145736,M1
13.54439461883408,0.0199657741917722,2.9653772466934134,0.036756869405508,0.0041880163041969,0.0302537269890308,0.6301122754249173,2.2760982578620315,-0.1396246564374755,0.0718172639608383,0.0178746596773294,0.0062552976189116,0.0115925502032041,19.670542635658915,-0.0758329084764691,0.0115925502032041,0.0163992196321487,0.6127788300430327,0.0585207826419192,64.20180493313819,0.553267296989057,0.0521118546535212,-0.099079661402557,M1
16.126205083260302,0.019702294025599,3.1356190022346158,0.0373223572969436,0.0045410111701347,0.0316674560308456,0.4452879526645821,2.541595929302275,-0.0781702236377987,0.0718172639608383,0.0181401907678597,0.0048172786496664,0.0084823537617921,23.437732342007436,-0.0525622026706055,0.0084823537617921,0.0163992159068584,0.5548875674710715,0.0400324607241368,64.71838021371514,0.5310979045253321,0.0509593544989882,-0.056202512618101,M1
22.043636363636363,0.0194423710255278,3.1408119846868194,0.0497631430625915,0.0043483108522046,0.02968823723495,0.3719077521595429,1.885909989476204,-0.1102069248867658,0.0718172639608383,0.0176300765503881,0.0060126340208939,0.0093305893242359,19.917293233082702,-0.088391452390415,0.0093305893242359,0.0072100013494491,0.216206194433961,0.0903280073461891,53.96445229835808,0.2737547587273381,0.0573479833138768,-0.0621062657692048,M1
20.512408759124085,0.0212680882960557,3.295596029150941,0.0407152995467186,0.0087735387687886,0.0576800033450126,0.3934862703492483,2.12680882960558,-0.0815187876626275,0.0718172639608383,0.0169307601161621,0.0038018958886204,0.0110270595178008,22.329835082458768,-0.0600411831817385,0.0110270595178008,0.0115925557911396,0.2922436252872028,0.0141829612659172,41.17051752842963,0.2844047843023166,0.0509536108025119,-0.0526672346480808,M1
14.70810481413772,0.020066901725137,3.083437083821802,0.0339294150471687,0.0041757577458355,0.0347776487469673,0.3606864998375779,4.254183165729046,-0.0469128137109888,0.0718172639608383,0.0151290952884456,0.0047927229933222,0.01046156976372,19.505452212957024,-0.0404052702012522,0.01046156976372,0.0098960809409618,0.4389287725033818,0.009153950731577,81.29148546047509,0.6150072866356956,0.0436581554567535,-0.0333747649502688,M1
19.677142857142854,0.0196517889011413,2.933129441611345,0.0381705947220325,0.0042661192873587,0.0322329439222812,0.5290273582263907,2.7709022350609303,-0.1354999074200968,0.0718172639608383,0.0195854351959119,0.0091452289872551,0.0110270595178008,24.48324873096447,-0.0947259406626384,0.0110270595178008,0.010178830474615,0.4990697402002352,0.1654240362811791,65.05484753102064,0.4042056865942334,0.0541672335811995,-0.0734471965728512,M1
22.32258064516129,0.0213399445718347,3.170529627450888,0.0381705947220325,0.0079261256983056,0.0554180443286895,0.4775719171204493,2.475433570332825,-0.1354418072301907,0.0718172639608383,0.0191469762074551,0.005929774197712,0.0096133342012763,29.842647058823527,-0.0662979314975245,0.0096133342012763,0.0121580436825752,0.4037765980392362,0.0909046566077003,46.66566966753453,0.3669863664755715,0.0534543753350911,-0.0921456491553558,M1
16.617529880478088,0.0214399603027545,3.1788797908659974,0.0327984355390071,0.0054939373894472,0.0390188284218311,0.3750964076812209,2.615675156936049,-0.0615345376388817,0.0718172639608383,0.0142470272062517,0.0037807272392345,0.0098960800096392,20.02706552706553,-0.0439539050155599,0.0098960800096392,0.0090478397905826,0.3014008736818079,0.00938962168149,37.80980917997658,0.6152600363563511,0.0424352516049119,-0.0376350392924306,M1
