Texture_Contrast_Nuclei_3_00_256,AreaShape_Area,Intensity_MeanIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Intensity_LowerQuartileIntensity_Nuclei,AreaShape_Zernike_4_2,Intensity_StdIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Texture_Correlation_Nuclei_3_02_256,AreaShape_Eccentricity,Intensity_IntegratedIntensityEdge_Nuclei,Texture_InfoMeas1_Nuclei_3_02_256,Intensity_MaxIntensity_Nuclei,Intensity_StdIntensity_Nuclei,Texture_DifferenceVariance_Nuclei_3_00_256,Intensity_MinIntensityEdge_Nuclei,Texture_Contrast_Nuclei_3_01_256,Texture_InfoMeas1_Nuclei_3_01_256,AreaShape_Zernike_0_0,AreaShape_Zernike_4_4,Intensity_MinIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Intensity_IntegratedIntensity_Nuclei,AreaShape_Compactness,AreaShape_BoundingBoxMaximum_Y,Intensity_MassDisplacement_Nuclei,AreaShape_Orientation,AreaShape_MaximumRadius,AreaShape_Zernike_7_1,AreaShape_Zernike_2_0,Intensity_MeanIntensity_Nuclei,AreaShape_MinFeretDiameter,AreaShape_Zernike_7_5,Texture_InfoMeas1_Nuclei_3_03_256,CellType
18.51421608,1419,0.017315644,3.252309195,0.027991766,0.056124642,0.00402973,0.03251569,0.54219544,0.86937717,2.943659513,-0.087160454,0.071817264,0.018357616,0.003881276,0.00989608,24.9318569,-0.051948722,0.483282706,0.017780214,0.00989608,0.014985487,0.537082421,0.011312156,72.88038352,2.239238367,139,1.864103798,12.70497163,12.04159458,0.011722166,0.119590548,0.043033848,38.20450533,0.017639563,-0.057060201,M1
16.02891326,1144,0.018657196,3.159107112,0.029688237,0.05121995,0.004786007,0.034777649,0.307222489,0.830039242,2.649321831,-0.043870101,0.071817264,0.017093911,0.004182298,0.008199609,26.21336207,-0.040982843,0.53374351,0.01641641,0.008199609,0.013289023,0.534549801,0.009486993,72.84051708,1.879300295,137,0.958199654,83.4314342,11.66190379,0.012968466,0.151411991,0.043231334,31.37858162,0.014315582,-0.044679238,M1
22.26492537,931,0.018254237,3.151896214,0.033363923,0.013744162,0.004803352,0.034777649,0.592310975,0.600772794,1.953203331,-0.132232311,0.071817264,0.02089066,0.006567557,0.00989608,27.31841432,-0.086320655,0.635936704,0.029924906,0.00989608,0.010461576,0.500604995,0.130078773,72.63863648,1.323451812,148,0.62381397,16.38433348,14.86606875,0.008096016,0.19088098,0.052852991,31.7771167,0.005371792,-0.083474004,M1
18.06914498,1485,0.023146631,3.249953164,0.035696573,0.038295278,0.011902725,0.064183146,0.396017084,0.833606764,3.402554824,-0.067694872,0.071817264,0.017194506,0.003677793,0.008482354,25.66207455,-0.034046952,0.521237927,0.021932238,0.008482354,0.013854511,0.465850802,0.016212877,71.78333256,1.590259509,171,0.95509208,-63.55777517,17.2626765,0.00657622,0.152492736,0.048338944,35.8701039,0.009671719,-0.042654181,M1
16.02181401,1011,0.017905785,3.160389737,0.026578041,0.029204608,0.004386635,0.031101963,0.46902991,0.720422492,2.399375133,-0.074870685,0.071817264,0.015663508,0.004083377,0.009047844,22.85130112,-0.05229476,0.582897918,0.032201749,0.009047844,0.010744317,0.472601353,0.007469936,71.23848244,1.883994193,177,0.363487325,-16.95081054,10.44030651,0.00842393,0.112535864,0.038580307,32.46559099,0.006996803,-0.049750998,M1
19.08264463,1107,0.018721766,3.270042795,0.029970981,0.014692979,0.00469738,0.031101963,0.641220048,0.704662431,2.096837847,-0.121998287,0.071817264,0.017508588,0.00338288,0.009330589,21.65138593,-0.062351928,0.658326098,0.020636827,0.009330589,0.014420001,0.461956806,0.00848911,69.57056939,1.215210224,183,0.570204825,-4.253273,15.03329638,0.012320322,0.185622535,0.044646145,30.9208273,0.005743383,-0.069468752,M1
14.73559823,791,0.019279384,3.083893383,0.024881572,0.039800917,0.004935729,0.03534314,0.236462227,0.90303242,2.274967288,-0.053301448,0.071817264,0.013072004,0.004641394,0.009330589,20.72283465,-0.039395643,0.438071637,0.030285874,0.009330589,0.008765098,0.311535156,0.00944518,69.03731177,1.889713504,194,0.217304204,57.67920564,9.219544457,0.014730507,0.092712877,0.035037161,23.24952775,0.004702578,-0.04461084,M1
15.71044467,1099,0.018687536,3.134787256,0.026295297,0.01185112,0.004295302,0.033363923,0.431071728,0.629229537,2.20512923,-0.058860289,0.071817264,0.015718831,0.004063435,0.01215804,20.86550976,-0.057286199,0.713741198,0.031291292,0.01215804,0.01187529,0.490596716,0.006580122,68.9844389,1.376604463,204,0.775584884,-1.458242606,13.34166406,0.003931387,0.1444087,0.039031691,35.50721551,0.021703874,-0.03407401,M1
4.482059282,771,0.018123458,2.296832052,0.018661179,0.060489151,0.004334229,0.030819217,0.229247238,0.869333911,2.029827259,-0.038793806,0.051176868,0.006086326,0.012520197,0.010178825,4.579734219,-0.018616851,0.52383548,0.016639037,0.010178825,0.003534313,0.097978403,0.040616383,68.65362681,1.795181898,204,0.492637505,-4.839751245,10.63014581,0.001218269,0.133904428,0.02289172,24.55887745,0.006032705,-0.019220406,M1
12.29234973,836,0.021756091,2.995138098,0.031667456,0.03339221,0.007870133,0.042977259,0.428399652,0.766707811,2.414926127,-0.094290731,0.071817264,0.01762803,0.004958495,0.01046157,22.61769115,-0.078128765,0.519233297,0.017413377,0.01046157,0.013571765,0.659106514,0.024971819,67.9136828,1.661702017,205,0.37461746,-88.43056193,11.18033989,0.006277935,0.170020577,0.045257484,30.39800095,0.013138713,-0.088841895,M1
15.86672474,1265,0.017965379,3.146458089,0.029970981,0.011526246,0.003736794,0.027709022,0.593442261,0.360284402,2.066018632,-0.119044463,0.071817264,0.018272548,0.004521559,0.009613334,20.9562443,-0.078555454,0.863904118,0.017072441,0.009613334,0.013995886,0.605077335,0.022129836,67.79012314,1.095806814,208,1.797530306,54.8549617,18.60107524,0.004575125,0.109703363,0.044511235,38.0,0.005346388,-0.085232808,M1
10.35404455,971,0.018628464,2.799000825,0.02375059,0.042501308,0.004443196,0.030536473,0.39230777,0.814538502,2.254044146,-0.070701549,0.071817264,0.011794891,0.006501308,0.009047844,13.54891995,-0.052441743,0.576102329,0.008112849,0.009047844,0.007634122,0.427380582,0.012064859,67.58174043,1.655431442,214,1.557612611,-78.98203706,10.81665383,0.010185915,0.150354711,0.032324087,30.2323081,0.012433618,-0.049900624,M1
17.82093664,810,0.019700951,3.204653976,0.028840002,0.016662806,0.006963463,0.042977259,0.334774886,0.61084842,1.832188415,-0.0692375,0.071817264,0.016016337,0.004157511,0.010178825,25.09777778,-0.045327519,0.787393445,0.012985226,0.010178825,0.010744317,0.428505197,0.008580357,66.44934569,1.100550236,213,0.968913869,81.12420947,14.0,0.012662925,0.139850632,0.041170134,27.0,0.005613314,-0.049000147,M1
17.00255918,1743,0.01827283,3.215145772,0.036474124,0.054893589,0.004583299,0.034212161,0.498546826,0.862262232,3.033289701,-0.070312899,0.071817264,0.017337844,0.003731777,0.009330589,21.40013141,-0.047945224,0.521210921,0.024017905,0.009330589,0.013571769,0.480151371,0.014730641,65.91213007,1.648585317,245,0.584702975,32.30403599,17.4642492,0.006253325,0.138934453,0.048894143,38.55435312,0.013587838,-0.029312923,M1
