AreaShape_Area,AreaShape_MajorAxisLength,Intensity_MaxIntensity_Nuclei,Intensity_MinIntensityEdge_Nuclei,Intensity_MassDisplacement_Nuclei,Intensity_IntegratedIntensity_Nuclei,Texture_Contrast_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_02_256,AreaShape_Compactness,AreaShape_Zernike_0_0,Texture_Correlation_Nuclei_3_00_256,Intensity_LowerQuartileIntensity_Nuclei,Texture_Contrast_Nuclei_3_01_256,AreaShape_MaximumRadius,Intensity_MADIntensity_Nuclei,Intensity_IntegratedIntensityEdge_Nuclei,Texture_InfoMeas1_Nuclei_3_03_256,Intensity_StdIntensityEdge_Nuclei,AreaShape_Zernike_4_4,AreaShape_Zernike_7_7,Intensity_MeanIntensityEdge_Nuclei,AreaShape_Zernike_6_6,Texture_Correlation_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_00_256,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,Texture_InverseDifferenceMoment_Nuclei_3_02_256,Texture_Correlation_Nuclei_3_01_256,Texture_InverseDifferenceMoment_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_03_256,CellType
832,45.00042583682283,0.0718172639608383,0.0124407857656478,1.5947332769571383,32.21400036197156,14.08936170212766,-0.126110261728466,1.601456036736442,0.5871834682382809,0.5840123753788464,0.0260125510394573,20.42161339421613,10.63014581273465,0.0104615688323974,2.209370414726436,-0.1010982539078869,0.0038327316212508,0.0035550765947686,0.0184665378105983,0.0197265215600574,0.0110031767273972,0.6218088465727329,-0.1202759476658269,0.0204537545688169,0.0087222215322653,0.3370250453178728,0.4111844815604749,0.3434610950566648,17.7451564828614,M1
1367,46.002319896936754,0.0718172639608383,0.0093305893242359,0.2676420675370843,59.45564463548362,12.333059885151764,-0.0746865890058266,1.6712688979531862,0.738067675657653,0.5905612980682766,0.0302537269890308,21.10599478714162,14.212670403551895,0.0127235315740108,2.7429104698821902,-0.0555068209225778,0.0039983888159596,0.051951175973103,0.0039248208763083,0.018916623930222,0.0135358269264048,0.4985119671833601,-0.1068738330524185,0.0508228488669963,0.0311601223026225,0.2908682286016024,0.3065353054251911,0.3324085607208507,19.571676802780196,M1
942,42.55802790515385,0.0718172639608383,0.0084823537617921,0.6490742657205661,51.30127608869225,20.07371007371007,-0.1642422012373766,1.216121315157049,0.6704257412747475,0.4151817014566788,0.0407152995467186,20.682680151706705,13.601470508735444,0.0107443183660507,1.9636648921296,-0.0994341516636635,0.0046838455835428,0.025791057430763,0.0094528592298094,0.0190647076905786,0.0129347238709075,0.6320214279972527,-0.1148370984666227,0.0196727536971043,0.0268430779621449,0.4907352188380353,0.4270858098020626,0.4572387094530187,21.53375796178344,M1
995,36.61448420552794,0.0718172639608383,0.0124407857656478,0.449851954556109,38.37445118371397,10.408988764044942,-0.0636686757373343,1.0560767113626042,0.9115210264760631,0.3670639840387292,0.0305364727973938,14.031952662721896,17.029386365926403,0.0073513723909854,1.981477848254144,-0.0397403584505007,0.0039712716833906,0.016089577115242,0.0074166850201216,0.0198147784825414,0.004116229646238,0.371024167407246,-0.0538229727577005,0.0187390248964484,0.0555279015391345,0.3355194115233078,0.1616456393300635,0.3115874531673219,13.957091775923717,M1
967,48.05706187886536,0.0718172639608383,0.0124407857656478,0.7217964820454813,40.58042865525931,13.828709288299155,-0.1531271443874165,1.5990804995658094,0.6005964096384888,0.5191250349512209,0.0308192167431116,16.70290771175727,11.31370849898476,0.0104615725576877,2.4095539720729,-0.1040412212407579,0.0041155053883311,0.0321690096449155,0.0098226112264288,0.0197504423940401,0.0163699973987178,0.6952078069754963,-0.1226505959609487,0.0275015573271235,0.0004983560186944,0.3685570557354297,0.4296417754441507,0.3554821571710053,15.203084832904882,M1
1008,40.23261237029342,0.0718172639608383,0.0115925502032041,1.34988491063699,44.81481966935098,12.477777777777776,-0.1523026125088096,1.1364943242836705,0.8088131622770185,0.6649605855482547,0.0299709811806678,16.8192627824019,15.297058540778355,0.0147027447819709,2.036895889788866,-0.0981985392272318,0.0038841713342795,0.0077371860117057,0.0031356286318555,0.0197756882503773,0.0014792654286149,0.6746319878117025,-0.1417105368709906,0.0428418783898172,0.0489282514879616,0.3967434829271434,0.5632162333625738,0.3684171139869921,16.515046296296298,M1
774,33.83276623106038,0.0718172639608383,0.0124407857656478,0.7764685999787168,36.14528846926987,18.47767857142857,-0.074729058147965,1.0991698224698203,0.8757192717603213,0.4011696470487166,0.0335052963346242,17.674382716049383,13.892443989449804,0.0132890157401561,1.6402044827118516,-0.0570851013949722,0.0037842617265502,0.0316466494558346,0.0058115696745934,0.0190721451478122,0.0058595067217557,0.3930978099504785,-0.0787564263397946,0.0060861347737116,0.0471157741254071,0.2773931950029666,0.452269194717975,0.2827185640639467,25.216640502354792,M1
823,36.47728630902532,0.0718172639608383,0.0115925502032041,0.3464298729870898,46.600638766773045,20.18219178082192,-0.1429831607528636,1.1769154738659295,0.7717662137849924,0.5190614089048559,0.039301574230194,31.197916666666664,13.601470508735444,0.0,1.6823334991931915,-0.1044542858180528,0.0039405449385133,0.0142172337252843,0.0066183626375001,0.0177087736757178,0.0079790955352357,0.3560939245915463,-0.1596586619185692,0.0027437427764251,0.0572473418833181,0.5866531343647682,0.2133608629039021,0.6262783472879044,27.03628447024673,M1
1332,51.408687450244585,0.0718172639608383,0.0115925502032041,1.0184471096591308,62.270372909493744,13.990976210008204,-0.1003515951904805,1.2612349732397148,0.652290412918168,0.6017582822245621,0.0325156897306442,20.76649305555556,15.0,0.0144200026988983,2.461579064838588,-0.0554712112383083,0.0045628095757497,0.0177713565351801,0.001358022667122,0.0196926325187087,0.0163393557677069,0.5517831450277073,-0.1055803102155657,0.0031683489570314,0.0298795534228333,0.3440491034898962,0.4106678284533828,0.347610891313185,21.278022947925862,M1
1504,50.33760951145946,0.0718172639608383,0.0121580399572849,1.233866902549629,57.75747786462307,10.870206489675516,-0.1408599387303078,1.3172124125796976,0.7312965162780463,0.6662381031373161,0.0260125510394573,16.110077519379843,16.76305461424021,0.0101788230240345,2.721704588271677,-0.088483673229048,0.0039580238250481,0.0252931376130463,0.0131098403067896,0.0201607747279383,0.0057057834264942,0.6886713049922435,-0.1279415591524167,0.0308750643816829,0.0410844950892538,0.3740127266391881,0.5213264741646124,0.3564406628293755,14.855182926829269,M1
