AreaShape_Area,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_Extent,AreaShape_MajorAxisLength,AreaShape_MaximumRadius,AreaShape_MinFeretDiameter,AreaShape_Orientation,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_Nuclei,Intensity_IntegratedIntensity_Nuclei,Intensity_LowerQuartileIntensity_Nuclei,Intensity_MADIntensity_Nuclei,Intensity_MassDisplacement_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Intensity_MaxIntensity_Nuclei,Intensity_MeanIntensityEdge_Nuclei,Intensity_MeanIntensity_Nuclei,Intensity_MinIntensityEdge_Nuclei,Intensity_StdIntensityEdge_Nuclei,Intensity_StdIntensity_Nuclei,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_01_256,Texture_Contrast_Nuclei_3_02_256,Texture_Contrast_Nuclei_3_03_256,Texture_Correlation_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_02_256,Texture_Correlation_Nuclei_3_03_256,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_DifferenceVariance_Nuclei_3_00_256,Texture_Entropy_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_01_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_03_256,CellType
1259,679,763,1.6848505212774805,0.7576873047591568,0.6725427350427351,51.57354175135511,13.601470508735444,34.61946774821663,-88.54939211522276,0.583973984270153,0.1081672857851881,0.140474101217575,0.0554584511258504,0.0106628747671626,0.0383383984674008,0.0315730977549197,0.0258493718923883,0.0142854155445986,0.0122211073936834,0.0012522448069962,0.0074908956852548,0.0100267937765586,0.0062194812586981,0.0136436182026574,0.0061662827364568,0.0147962120025867,0.0107536679304322,0.0042315323275957,0.0141444231876867,0.0065993828389436,0.0053348132679224,0.0047688165272569,0.0100756867577677,0.0099037099161544,0.0060722021622312,0.0052111572894517,0.0112063088918381,0.002163470939773,2.6561076883226638,48.098055829294026,0.0277090221643447,0.0098960809409618,1.0460618272618507,0.042411770671606,0.0718172639608383,0.0192471571617584,0.0382033803250945,0.0098960800096392,0.007468924578371,0.0145575496232163,0.0095094413697901,8.241992882562277,14.653119092627598,9.719854941069809,11.282752120640904,0.6756724431015456,0.4354719382331211,0.6188214404802589,0.560932064711303,2.695028313583219,0.006858254404564,7.075536286561652,-0.1356915883687023,-0.0691142366363608,-0.1072202491869433,-0.0889951855159477,M1
599,564,90,1.3685913392308806,0.8424881175884672,0.6050505050505051,38.82796373673616,10.0,21.850784196080625,51.54914671773383,0.5866696056125865,0.0430408400093531,0.1414486260620929,0.0207980175173126,0.0156165557493401,0.0109128764457661,0.0388385252953611,0.0214374199191585,0.0075601881946422,0.0192677809818092,0.0156309569228046,0.0027883750057534,0.0073075970321793,0.0160764951892693,0.0069067422588785,0.0046769045486725,0.0038610173227189,0.0107817376835865,0.0043816502216179,0.0063670048187809,0.0069779368947672,0.012909168665656,0.0122188373224504,0.0065026743227022,0.0037810981597147,0.0083213643680653,0.0070120489980427,0.0056450385894459,0.0005173156198029,0.969250287860632,20.84905994683504,0.0188025520183146,0.0158337261527776,0.4318788903770175,0.0192266684025526,0.0718172639608383,0.011140807906444,0.0348064439846995,0.0065031377598643,0.0026680870903716,0.0186504428021868,0.0057105692814216,21.532416502946955,31.38036809815951,23.408000000000005,36.96420581655481,0.4961999883682335,0.2841602153251351,0.4569514300031549,0.1715039382493013,3.314440319435742,0.0031303272345301,7.6592141418167,-0.1013111257194201,-0.0753381040915899,-0.1068354160387135,-0.0737029858396258,M1
1157,918,414,1.0857002514289478,0.1592977386144565,0.7606837606837606,38.65527021152344,18.384776310850235,37.2,67.79009778620221,0.9535431647217856,0.0147285089622834,0.0426216075180163,0.0119717150339243,0.0074040539468924,0.0356942546884543,0.0040966970526254,0.0039954664411266,0.0081321762191974,0.0062681265271296,0.0083415357082945,0.0269605013445269,0.0027373863011975,0.0029735324028799,0.0120780077005035,0.0041400207120117,0.004968568554253,0.0061721815525301,0.0045641426178976,0.017913224520595,0.0019423793837972,0.0021021344584532,0.0068830841402154,0.0019973006977662,0.0014447306844371,0.0036809155795587,0.0044720862123262,0.0010286631587851,0.0044671969209868,1.728986445814371,36.80380186997354,0.0245988257229328,0.0065031386911869,0.2897801606054149,0.0299709811806678,0.0718172639608383,0.0161587518300408,0.031809681823659,0.0096133342012763,0.0034148482519181,0.0113503212116396,0.0163313742697343,7.612872238232467,9.55421686746988,8.157692307692306,11.405840886203425,0.533125697824267,0.4225837207474663,0.4950869264265859,0.3063368858426513,2.647297262449817,0.007419407988277,6.550323160798726,-0.0965103188194855,-0.0739555923900586,-0.0889035878285911,-0.0486579435513822,M1
780,344,644,1.166127154305602,0.4675825026266523,0.7386363636363636,33.63925402034794,14.317821063276352,29.875643157161555,15.429469852278183,0.7985664702018431,0.1057519475986243,0.1232518518249972,0.0314269974854344,0.0102246847056845,0.0365093610553452,0.0096810877074792,0.0184666239565167,0.0161637370015494,0.011924530581336,0.003631196646272,0.001604971735525,0.0143679083057692,0.0098529870391495,0.012666259845301,0.017516267246641,0.0032843954247178,0.0084965171909162,0.0012644264835384,0.0012478836208456,0.0036227014635382,0.0066150502291469,0.0035423834614003,0.0056481616879685,0.0023395176053423,0.0044580591970719,0.0036851435587934,0.0085067939291982,0.0066301539996365,1.4318213146179914,23.992620404809717,0.0229023545980453,0.0076341219246387,0.5833044101628979,0.0234678462147712,0.059659220278263,0.0155632751588912,0.030759769749756,0.0098960800096392,0.0031291134733457,0.0104604112430908,0.0152028738940963,6.518355359765051,7.548536209553158,6.631195335276967,9.455835962145107,0.5045497877262886,0.4243235425786709,0.4793215793841263,0.2638292642795855,2.563264479754049,0.0086164987865516,6.419922668862962,-0.0926797502042206,-0.0803680794120245,-0.0913665235655365,-0.0456697446084469,M1
965,446,338,1.120535332856692,0.4941453491917346,0.7498057498057498,37.6614600480052,16.278820596099706,32.0,-78.85908927193694,0.8284660010675418,0.0475214732473216,0.1279796402872766,0.0193924528561581,0.0029779592082094,0.0657317675866403,0.0185440154728846,0.0178522218663281,0.0094282483939931,0.0078623148168168,0.0099506700146121,0.0154814007413051,0.0076080275505134,0.0054504324581222,0.0075678222386119,0.0148262718397079,0.006259949495399,0.0035262742038091,0.0036641933630426,0.0073013460153039,0.0084807908982315,0.0012492640788273,0.005247813753431,0.0050141428095777,0.0062067258709673,0.0014429732147506,0.0063049362843776,0.0009484485792604,0.0032176762370738,1.0854585324414074,34.66653142077848,0.0214886292815208,0.0113098062574863,0.5705218592199478,0.0163992177695035,0.0718172639608383,0.010854585324414,0.0359238667572834,0.0065031377598643,0.0024694173041482,0.0160589778657797,0.0095072244238328,11.779445727482678,19.908979089790897,13.8125,14.465853658536588,0.5984537630849001,0.3075010617018497,0.5196388135214733,0.5108262219160492,2.9465376980145708,0.0052920039083659,7.202914169455153,-0.1172966234046044,-0.0637156455346236,-0.0965860313861733,-0.087296114756978,M1
817,357,489,1.4110512846762244,0.4539546813934429,0.6515151515151515,34.61392752786677,14.0,29.96331089849718,-55.82063053060746,0.7198426914192817,0.0984472646024883,0.1575880155728951,0.0224639557822509,0.0288610250025238,0.0320698037208423,0.0109496654353066,0.014931477175388,0.0273031806560624,0.0028164431108853,0.0200490147807955,0.0121869558980651,0.0054436396787896,0.0094367856248053,0.0059842582287146,0.0132329522971599,0.006270496519977,0.0047567864327342,0.0045807445361748,0.0023360443779588,0.0092433638997373,0.001740224041191,0.0067495622127946,0.0073966681357189,0.010121769050292,0.0031217881032955,0.0036008154807415,0.002560208309387,0.0082628238359478,1.8208786128088832,22.7295978711918,0.0214886292815208,0.0065031368285417,0.1985243176369908,0.02968823723495,0.0517423562705516,0.0175084482000854,0.0278208052278969,0.0093305893242359,0.0038789254178278,0.0084129078155342,0.0224344550399205,3.984679665738161,6.854354354354354,5.113798008534851,5.592592592592593,0.5485332205434504,0.222811775170157,0.407054133935049,0.3650277269668461,2.256886430287224,0.0119629815132421,5.82381213627965,-0.1099797967008718,-0.0451975089158674,-0.0715772407030928,-0.070606803507203,M1
813,903,760,1.284784731363742,0.3595774550158142,0.7245989304812834,33.60764556794522,14.142135623730953,30.72570528917508,-64.32572883449222,0.8533242790374164,0.068681121126446,0.0993931646255888,0.0261555286503798,0.0414962292534001,0.0411188637610743,0.0028160825824776,0.0173180429084008,0.0061643697996016,0.0110729032994465,0.0193946070557845,0.0062331546013314,0.0097416787703847,0.0063778281100442,0.0102317117524788,0.0140831303082514,0.0025976645116937,0.0065190741810959,0.0099535173180481,0.001191495948306,0.00521097508028,0.0065335824235525,0.0076763998349649,0.0084720435759819,0.0084911276178771,0.001419535455001,0.0043318411159294,0.0035695777676863,0.0056013106449495,1.0096828443929553,32.27563861710951,0.02092313952744,0.016964703798294,1.1194444856786203,0.0158337280154228,0.0718172639608383,0.010302886167275,0.0396994324933696,0.0045239222235977,0.0022583755219892,0.0201761299493795,0.0074995040666534,16.00140845070423,26.541229385307343,22.50351617440225,28.57902511078287,0.6602309814008467,0.4339944815437271,0.5229348164401946,0.4048534992095053,3.139895721430295,0.0043373203993183,7.511010427967568,-0.135511710254249,-0.0893734930822626,-0.097822939018093,-0.0773656552159803,M1
966,162,903,1.1100747136454454,0.6413274662945143,0.7990074441687345,40.19304729142766,15.132745950421556,30.0,-16.461875138320753,0.7558984347783637,0.0590822906125155,0.1506132669344872,0.0177817395803379,0.0218387447656528,0.0416645524589013,0.0134372910480637,0.0177087842580054,0.0121727882850139,0.0149174614053628,0.0053199488179478,0.011894719003232,0.0160598804066766,0.007066161477518,0.0119815964377001,0.0077588362951134,0.0113029489550482,0.0042223450061342,0.0016932517219469,0.0093826550996585,0.0098057835342048,0.0072821783359219,0.0073971196604191,0.0047418945490968,0.0033812362519014,0.0065412338945284,0.0056238719831152,0.0025632654274139,0.0012810226883433,1.6235225098207593,36.08053983282298,0.0262952968478202,0.0107443146407604,0.8672898640587058,0.0243160799145698,0.0718172639608383,0.0159168873511839,0.0373504553134813,0.0087650986388325,0.0032922532085894,0.0146995276774323,0.0086979624057125,9.820965842167256,15.32456140350877,9.59106529209622,11.76913730255164,0.6159041807364202,0.4030874936673094,0.6319306266306357,0.5470067849155958,2.8199775984679234,0.0058508086116153,7.15106199295143,-0.1198476484937526,-0.0816221012945733,-0.1287035510107066,-0.0982052195328774,M1
1003,140,326,1.1218590430346038,0.6164959755623278,0.78359375,40.37273634270737,15.297058540778355,30.264475239766863,82.39875148679488,0.7957371600728493,0.0219382516017028,0.140205700269369,0.0126148601129411,0.0200006179206452,0.0566532647339896,0.0157044242743398,0.0071457810045059,0.0038922628268745,0.007626241204333,0.0045005168612136,0.0019246958038143,0.017133083304143,0.0139748565982988,0.0107026745917328,0.0047811290641682,0.0006781825210747,0.0075570802888104,0.0030487248597635,0.0103754855584285,0.0151969418252445,0.0061785581682054,0.0058624962041039,0.0066262664711755,0.0049500157073897,0.0038198436470984,0.0058877214695961,0.0008360340659275,0.0012147711044752,1.699580954387784,27.053053515963256,0.0214886292815208,0.0048066666349768,0.4389328601462653,0.0226196106523275,0.0692725554108619,0.016342124561421,0.0269721371046493,0.0107443146407604,0.0026944738762209,0.0084632261871502,0.0302158028515199,4.39911797133407,6.038732394366198,4.86070215175538,5.562796208530806,0.5263896003142983,0.3675231322317639,0.4777900994639308,0.4145549270468918,2.292499026470934,0.0102929160112173,5.662422013313121,-0.0991652015242557,-0.0723860001248779,-0.0816394415865569,-0.069564821536333,M1
1087,419,516,1.3889335762155242,0.6560369157232218,0.6967948717948718,43.24745457179159,14.866068747318506,31.79171490701976,-58.478477230628975,0.6689276873499864,0.0308695298479706,0.1915055025292762,0.0090140673785742,0.0089107137849049,0.0432612338178462,0.0134407362945442,0.0243734497044826,0.008558103326383,0.0160799809869008,0.0053379788373962,0.0170007765366149,0.0209602334159227,0.0156761685546762,0.0097915588839047,0.0074730458135329,0.0024799776604753,0.0099321974377227,0.0032038263299642,0.0112357979942846,0.006827887243227,0.0087875338026346,0.0043440256975454,0.0069706065813049,0.0039777431887279,0.0070860950717565,0.0052779938006897,0.004559097703533,0.0017370956239026,2.017103719525039,42.055227171164006,0.0217713750898838,0.0158337280154228,0.371962406953655,0.0384533368051052,0.0718172639608383,0.0165336370452872,0.0386892614270138,0.0070686279796063,0.0072627903205106,0.0187460159115638,0.0086321606972048,8.204123711340205,15.596432552954292,11.100206611570249,15.61935483870968,0.8067280605930566,0.6300317071119949,0.7365545838613623,0.6155771339937,2.7190007348054293,0.0065713648952246,7.19520673304928,-0.207005178111449,-0.1342965184773294,-0.1656883653413538,-0.1190122628700052,M1
