AreaShape_Area,Intensity_MaxIntensity_Nuclei,AreaShape_MaximumRadius,Intensity_MeanIntensityEdge_Nuclei,Intensity_MinIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Intensity_MassDisplacement_Nuclei,AreaShape_Orientation,Texture_InfoMeas1_Nuclei_3_01_256,AreaShape_Eccentricity,Texture_SumEntropy_Nuclei_3_00_256,AreaShape_Compactness,AreaShape_Zernike_0_0,AreaShape_BoundingBoxMaximum_X,Texture_InfoMeas1_Nuclei_3_03_256,Intensity_IntegratedIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_00_256,Texture_InfoMeas2_Nuclei_3_00_256,Texture_DifferenceEntropy_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_00_256,Texture_InverseDifferenceMoment_Nuclei_3_00_256,AreaShape_Zernike_4_4,Intensity_MADIntensity_Nuclei,AreaShape_MedianRadius,Intensity_LowerQuartileIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_Entropy_Nuclei_3_00_256,AreaShape_Extent,AreaShape_Zernike_6_6,Texture_DifferenceVariance_Nuclei_3_00_256,AreaShape_Zernike_7_5,Texture_Correlation_Nuclei_3_03_256,CellType
303,0.071534514427185,8.94427190999916,0.0215030064080226,0.0118752950802445,0.0322329439222812,0.2429630578050023,77.55047959962718,-0.1176038670568933,0.1867632427743333,4.090999732168783,1.2036643692713436,0.7828643723023445,44,-0.1060815052686498,1.2686773780733347,3.029301582643357,0.0142215182245484,14.709543568464731,0.7397732427301278,3.2443322870349247,0.1508235126900198,0.2812789374536399,0.0190065612493908,0.0086237266659736,3.0,0.0305364727973938,-0.1137212545901806,-0.1199154057208877,6.572105308966357,0.8393351800554016,0.0092746207973305,0.0050275570352818,0.0078044592593705,0.0415118456252706,M1
194,0.0718172639608383,7.0,0.0214050911705602,0.0107443146407604,0.0336466692388057,0.2802945010920738,-60.37043653493723,-0.1603602859264707,0.557298943418244,3.795144260718577,1.01725415687557,0.8344880799953431,770,-0.1669657936993729,0.94182401150465,3.2353645759815546,0.1330888888888888,36.60666666666667,0.7679913332323418,3.530726493304592,0.2556430014491315,0.4350548450036232,0.0201094069227738,0.0090478435158729,2.8284271247461903,0.028133139014244,-0.1668679901747714,-0.1566171105996524,4.89479984006574,0.8083333333333333,0.0069047985483726,0.0062357648507232,0.016366337107856,0.2168935200028076,M1
274,0.0718172639608383,8.06225774829855,0.0232426965333245,0.0166819617152214,0.0376051031053066,0.1571063216019517,86.08468453315487,-0.096019662403927,0.6438062532837086,3.753123027248352,1.1266690076298602,0.7926390301462134,596,-0.0746790189659633,1.2551056127995253,2.6854665839208627,0.0228840314504615,8.811659192825113,0.6524574689764471,2.7608082173423494,0.2260671061520547,0.3675147364617226,0.020884281747178,0.0048066694289445,2.914213562373095,0.024033335968852,-0.0896315296967138,-0.0640301219256788,5.910304600346255,0.7675070028011205,0.0092938326552928,0.0073256886117772,0.0039436517362995,-0.0363896600071323,M1
216,0.0718172639608383,7.615773105863909,0.0251520228491205,0.0113098053261637,0.0489149056375026,0.2658016147466441,-57.24422110616744,-0.1842545467808297,0.3740809248261142,4.456654963231606,1.052753680970335,0.8850058474880477,911,-0.1471878553744893,1.156993051059544,3.39629430009946,0.0108064058956916,25.339285714285715,0.8039222527147032,3.3775297582075785,0.1823415519225442,0.2168054254251394,0.004192312195714,0.0118752941489219,2.8284271247461903,0.0313847102224826,-0.1382597838196111,-0.1577168476135966,6.997228807284039,0.75,0.0116590506751273,0.0028988511378697,0.0066730874641527,-0.0673555671596478,M1
294,0.0718172639608383,8.54400374531753,0.0247351495449298,0.0118752950802445,0.0684243217110633,0.0622949178166331,-67.53829629059433,-0.1149884006557672,0.5890559616990935,4.333046020064247,1.2067011822180604,0.7517803100656866,931,-0.1045487789343805,1.38516837451607,3.1426989906010245,0.0112191935597768,17.373949579831933,0.7579283247413169,3.42178880223836,0.2572074008297199,0.2256582459886661,0.0176002419699212,0.0090478397905826,2.8284271247461903,0.0373223572969436,-0.1175069949865654,-0.101035777163952,6.843739477799874,0.6727688787185355,0.0181075594679277,0.0039960908593517,0.0070137139148218,0.0651017055938022,M1
297,0.0718172639608383,8.94427190999916,0.0224382263379839,0.0107443146407604,0.0421290248632431,0.0617644287658613,43.98880425360128,-0.1067206626736126,0.5320191191213471,4.502394770893351,0.9927527832412876,0.8497801006434681,530,-0.1426235447735569,1.189225995913148,3.2872437193047324,0.0111631944444444,20.05,0.7602660231129107,3.4342266994169783,0.3456733465912016,0.2745647935178488,0.0150964868358325,0.0128649026155471,3.0,0.0353431403636932,-0.1171054268804519,-0.1041970454672541,6.936002104989399,0.8227146814404432,0.0123207626474492,0.0035036742074484,0.0032082054695077,0.1351256493050668,M1
243,0.0718172639608383,7.0,0.0221219785325229,0.0121580399572849,0.0353431403636932,0.0582991666155333,-76.9557764027689,-0.1335787526488662,0.7516707746010389,4.27077378098547,1.0810661808701552,0.7279934338132812,752,-0.1494693099377372,1.1060989266261458,3.1280742523452227,0.0104326089174574,16.58080808080808,0.7841700493684105,3.2803195049070304,0.2384236193488854,0.2554841188500666,0.0242203431877273,0.0094719640910625,2.8284271247461903,0.02968823723495,-0.1299564436852247,-0.1256442595753105,6.866159419518047,0.7714285714285715,0.0060255522548044,0.0040203088553629,0.001574907170587,0.099076431501252,M1
186,0.0718172639608383,7.0,0.0211072526005811,0.0130062755197286,0.0384533368051052,0.0370575664009535,-45.79661688029092,-0.1995409994092079,0.6750637841988458,4.165493035874458,1.0361925434634172,0.7458808975693751,482,-0.1939897409571939,0.9076118618249892,3.4824401600782737,0.0584729138373321,36.25531914893617,0.8617410719168719,3.765724573787757,0.2173080222474638,0.3286402179111378,0.0348088452450166,0.0169647112488746,2.53224755112299,0.0299709821119904,-0.2194122259102288,-0.1854742714590282,5.506671928515077,0.775,0.0144546442345589,0.0031308167251657,0.011248968982728,0.1718528102904299,M1
212,0.0718172639608383,7.615773105863909,0.0215074790848626,0.0090478444471955,0.0370396114885807,0.2703889269579796,-74.61503141294294,-0.1473277102419088,0.4402745594778919,4.204155948594435,1.0166139522088504,0.9014905567303986,140,-0.1390301111716219,0.9678365588188172,3.1197085886735607,0.0128457763236168,17.804878048780488,0.8394592730242432,3.256932270491966,0.2052470160251672,0.23043485724563,0.0148832625522942,0.0098960772156715,2.8284271247461903,0.0316674560308456,-0.166922680484413,-0.1680722982124341,6.697323344250703,0.7794117647058824,0.0020977360780951,0.004223717580058,0.0204882118411376,0.0806879630481995,M1
243,0.0718172639608383,8.06225774829855,0.020553839621039,0.013289020396769,0.0353431403636932,0.3167079804492005,-33.41046613432459,-0.1811842320918782,0.406562736911766,4.531304443124659,1.1059256879127712,0.8015471745353487,91,-0.1372698519230811,1.0071381414309144,3.2760738764371027,0.0081801364319574,22.553763440860216,0.8181955452374318,3.4151574002948517,0.2643220173984237,0.1899696322410952,0.0191812424507387,0.0127235278487205,2.8284271247461903,0.0274262763559818,-0.1447760183947447,-0.156208487610376,7.092659720204794,0.675,0.0146874430939406,0.0033151959988329,0.0046951874946454,0.0920757118546902,M1
