AreaShape_Area,Intensity_MaxIntensity_Nuclei,AreaShape_MaximumRadius,Intensity_MeanIntensityEdge_Nuclei,Intensity_MinIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Intensity_MassDisplacement_Nuclei,AreaShape_Orientation,Texture_InfoMeas1_Nuclei_3_01_256,AreaShape_Eccentricity,Texture_SumEntropy_Nuclei_3_00_256,AreaShape_Compactness,AreaShape_Zernike_0_0,AreaShape_BoundingBoxMaximum_X,Texture_InfoMeas1_Nuclei_3_03_256,Intensity_IntegratedIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_00_256,Texture_InfoMeas2_Nuclei_3_00_256,Texture_DifferenceEntropy_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_00_256,Texture_InverseDifferenceMoment_Nuclei_3_00_256,AreaShape_Zernike_4_4,Intensity_MADIntensity_Nuclei,AreaShape_MedianRadius,Intensity_LowerQuartileIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_Entropy_Nuclei_3_00_256,AreaShape_Extent,AreaShape_Zernike_6_6,Texture_DifferenceVariance_Nuclei_3_00_256,AreaShape_Zernike_7_5,Texture_Correlation_Nuclei_3_03_256,CellType
402,0.0718172639608383,10.0,0.015440534625668,0.0081996088847517,0.0243160799145698,0.1585061485981005,-82.98023867922032,-0.112649120850306,0.6186127026366949,4.597710432059645,1.08227143674665,0.8124398370929763,698,-0.1265464527300608,0.988194216042757,3.347203191847989,0.0305991587155022,23.219298245614038,0.8426371319027381,3.691568118746936,0.4961041529695026,0.3232086272694595,0.0091774444271078,0.0186611786484718,3.605551275463989,0.0279917670413851,-0.1673702389699325,-0.1138416786752313,6.777792026727596,0.7730769230769231,0.0069378090124099,0.00335235853047,0.0052520100168789,0.2562287597157838,M1
498,0.0718172639608383,12.0,0.0155025112575718,0.0084823537617921,0.0257298052310943,0.2055127254264304,0.9594440869721595,-0.1182535495319989,0.3411078471398741,4.756496238061773,1.0424521945060408,0.9671979127273764,538,-0.0810982001364351,1.0851757880300283,3.154586563060208,0.0090306122448979,16.469047619047622,0.7920730340063356,3.3779413474975426,0.5309445054976556,0.267086762594438,0.0053017753847296,0.0132890231907367,4.0,0.0294054923579096,-0.1279851794523303,-0.1232321987545105,7.219758848166091,0.7980769230769231,0.002761452794543,0.0038542157398508,0.0031374689865401,0.2568504604050193,M1
259,0.0704035386443138,8.06225774829855,0.0151355197101983,0.0073513728566467,0.0260125510394573,0.4116672083813782,-5.005223355517651,-0.1613945707942699,0.4753754391618465,4.455774262472222,1.0524502892901952,0.8600758594328273,78,-0.1472304564444621,0.7416404657997191,3.151341737201616,0.0088255347087194,16.723618090452263,0.8243814754800509,3.3221330743625144,0.3609473393712837,0.253672119993973,0.0333522891172529,0.0118752978742122,2.8284271247461903,0.0234678462147712,-0.1494603312267384,-0.1259606469484372,7.046299229220921,0.7194444444444444,0.0067746174155631,0.0040465974970133,0.0073211669609856,0.1571281574451422,M1
279,0.0701207891106605,8.06225774829855,0.0156576782464981,0.0081996088847517,0.0245988257229328,0.0222821172542821,-71.57848805994104,-0.1080739410004324,0.5222593266931327,4.357101127932498,1.0857627307561653,0.9105955769804502,271,-0.1034157433980241,0.8298569470643997,3.0148435720572664,0.0101243622448979,13.339285714285714,0.7688622867350194,3.2759997656461595,0.364389347990829,0.2856148905940165,0.0165456121001251,0.0096133342012763,3.0,0.0210645124316215,-0.1217213601561399,-0.1174932538308566,6.900768458465229,0.775,0.0065747554305361,0.0047214414678613,0.0097908956474025,-0.0427877368709784,M1
561,0.0718172639608383,12.0,0.0148229131125845,0.0098960800096392,0.0248815715312957,0.1385159580824567,44.07835809983055,-0.0644428084034583,0.4544109274795597,4.5687595649840045,1.190142776337745,0.8263084733192829,30,-0.0751129834046053,1.18583304900676,3.092033498042141,0.0082582879545025,15.890985324947588,0.688922127820422,3.354173702181129,0.3837207201464216,0.2465626227840841,0.0536674916843301,0.0103201959282159,4.0,0.0260125510394573,-0.0853350793859551,-0.0692048811039406,7.22047408475813,0.7695473251028807,0.009783269659892,0.0041780190596141,0.0017140573332331,0.0843485175873338,M1
221,0.036756869405508,5.656854249492381,0.0155719260133251,0.01046156976372,0.0217713750898838,0.4269013014714424,-75.41557818751258,-0.0413804527582944,0.7467725310321839,3.18609970911486,1.4342714704216215,0.6863071692352951,343,-0.0338584343396464,0.8408840047195554,2.0489833233317407,0.0430214835244592,2.927710843373494,0.5280625554642313,2.2738876932918517,0.3041093054549197,0.4980155917788803,0.0300529233818376,0.0042411778122186,2.23606797749979,0.0172474533319473,-0.0651407373749509,-0.0339487227139234,4.855036917882978,0.690625,0.013586342167743,0.0171592393671069,0.0113407335345791,0.1052766448141089,M1
272,0.0585282370448112,7.071067811865476,0.0151792244502791,0.0084823537617921,0.0243160799145698,0.1510997954957137,-2.3700693947753315,-0.0781284977111414,0.7856597797676831,4.140945833404157,1.1349533385683146,0.6739997314564279,239,-0.1217366927120572,0.8196781203150749,3.1294544799973583,0.0107136790506928,16.635467980295566,0.6634709821294594,3.1634483369237625,0.0706787669529053,0.2595501854791705,0.0219807513624861,0.0090478435158729,2.914213562373095,0.021205885335803,-0.081610245441977,-0.1307074359216544,6.818884553584007,0.7391304347826086,0.0089118829329304,0.0039272936433788,0.007986128716033,0.1091163711722741,M1
216,0.0718172639608383,7.071067811865476,0.0150899843758215,0.0076341181993484,0.0291227474808692,0.1109068050883287,-4.026884346251796,-0.1976467258474172,0.6986392318766633,4.433778175670275,1.1529189684347612,0.6724199062660028,627,-0.1804289329746216,0.6941392812877893,3.8368534266894514,0.0184117219872698,54.20261437908496,0.8474671886878119,3.6993956630644735,-0.0030978476342785,0.2111610695996985,0.0527331405896784,0.0209231376647949,2.53224755112299,0.0220541190356016,-0.17242499783495,-0.2070677923649602,6.71229029146988,0.6428571428571429,0.0229986819402856,0.001310668565219,0.0010620892879488,0.1706824941905839,M1
323,0.0718172639608383,9.219544457292889,0.0151066681636231,0.0101788248866796,0.0248815715312957,0.5425800505813438,-14.612682954848763,-0.1163638319285568,0.437620936991709,4.663225904284715,1.0712734080066455,0.9113916606450168,773,-0.1404863299522632,0.8459734171628952,3.375872592429252,0.0133537222365213,25.264591439688715,0.8220697058461249,3.6328778668181423,0.4111566810316294,0.2373961746136939,0.007318862742751,0.0166819617152214,3.1622776601683795,0.024810885079205,-0.1485918736475081,-0.1527950729173454,7.017235216263311,0.7340909090909091,0.0175044021317147,0.002741773724695,0.0028959728956611,0.2778347576581991,M1
391,0.0718172639608383,8.48528137423857,0.0158747045080298,0.0098960800096392,0.0231851004064083,0.4760192448790286,87.69476382781724,-0.0933936169673084,0.6638464459189833,4.401131632405666,1.390910695778217,0.7155475334495316,853,-0.0851250505019501,1.0953546110540628,3.113247152394078,0.0104923120613412,15.722929936305732,0.7776909341081939,3.2913358360338583,0.3662401926685936,0.2702218363847132,0.0230828391790331,0.0104615688323974,3.0,0.0191559824161231,-0.1248082806443341,-0.0922201011996075,6.974194019357288,0.6582491582491582,0.0155462266707343,0.0044214118017519,0.029260811963136,0.1947146725156279,M1
