Intensity_MaxIntensity_Nuclei,Intensity_MeanIntensityEdge_Nuclei,Intensity_MinIntensityEdge_Nuclei,Intensity_MaxIntensityEdge_Nuclei,Intensity_MassDisplacement_Nuclei,Texture_InfoMeas1_Nuclei_3_01_256,Texture_SumEntropy_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_03_256,Intensity_IntegratedIntensityEdge_Nuclei,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Contrast_Nuclei_3_00_256,Texture_InfoMeas2_Nuclei_3_00_256,Texture_DifferenceEntropy_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_00_256,Texture_InverseDifferenceMoment_Nuclei_3_00_256,Intensity_MADIntensity_Nuclei,Intensity_LowerQuartileIntensity_Nuclei,Texture_InfoMeas1_Nuclei_3_00_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_Entropy_Nuclei_3_00_256,Texture_DifferenceVariance_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_03_256,CellType
0.071534514427185,0.0215030064080226,0.0118752950802445,0.0322329439222812,0.2429630578050023,-0.1176038670568933,4.090999732168783,-0.1060815052686498,1.2686773780733347,3.029301582643357,0.0142215182245484,14.709543568464731,0.7397732427301278,3.2443322870349247,0.1508235126900198,0.2812789374536399,0.0086237266659736,0.0305364727973938,-0.1137212545901806,-0.1199154057208877,6.572105308966357,0.0050275570352818,0.0415118456252706,M1
0.0718172639608383,0.0214050911705602,0.0107443146407604,0.0336466692388057,0.2802945010920738,-0.1603602859264707,3.795144260718577,-0.1669657936993729,0.94182401150465,3.2353645759815546,0.1330888888888888,36.60666666666667,0.7679913332323418,3.530726493304592,0.2556430014491315,0.4350548450036232,0.0090478435158729,0.028133139014244,-0.1668679901747714,-0.1566171105996524,4.89479984006574,0.0062357648507232,0.2168935200028076,M1
0.0718172639608383,0.0232426965333245,0.0166819617152214,0.0376051031053066,0.1571063216019517,-0.096019662403927,3.753123027248352,-0.0746790189659633,1.2551056127995253,2.6854665839208627,0.0228840314504615,8.811659192825113,0.6524574689764471,2.7608082173423494,0.2260671061520547,0.3675147364617226,0.0048066694289445,0.024033335968852,-0.0896315296967138,-0.0640301219256788,5.910304600346255,0.0073256886117772,-0.0363896600071323,M1
0.0718172639608383,0.0251520228491205,0.0113098053261637,0.0489149056375026,0.2658016147466441,-0.1842545467808297,4.456654963231606,-0.1471878553744893,1.156993051059544,3.39629430009946,0.0108064058956916,25.339285714285715,0.8039222527147032,3.3775297582075785,0.1823415519225442,0.2168054254251394,0.0118752941489219,0.0313847102224826,-0.1382597838196111,-0.1577168476135966,6.997228807284039,0.0028988511378697,-0.0673555671596478,M1
0.0718172639608383,0.0247351495449298,0.0118752950802445,0.0684243217110633,0.0622949178166331,-0.1149884006557672,4.333046020064247,-0.1045487789343805,1.38516837451607,3.1426989906010245,0.0112191935597768,17.373949579831933,0.7579283247413169,3.42178880223836,0.2572074008297199,0.2256582459886661,0.0090478397905826,0.0373223572969436,-0.1175069949865654,-0.101035777163952,6.843739477799874,0.0039960908593517,0.0651017055938022,M1
0.0718172639608383,0.0224382263379839,0.0107443146407604,0.0421290248632431,0.0617644287658613,-0.1067206626736126,4.502394770893351,-0.1426235447735569,1.189225995913148,3.2872437193047324,0.0111631944444444,20.05,0.7602660231129107,3.4342266994169783,0.3456733465912016,0.2745647935178488,0.0128649026155471,0.0353431403636932,-0.1171054268804519,-0.1041970454672541,6.936002104989399,0.0035036742074484,0.1351256493050668,M1
0.0718172639608383,0.0221219785325229,0.0121580399572849,0.0353431403636932,0.0582991666155333,-0.1335787526488662,4.27077378098547,-0.1494693099377372,1.1060989266261458,3.1280742523452227,0.0104326089174574,16.58080808080808,0.7841700493684105,3.2803195049070304,0.2384236193488854,0.2554841188500666,0.0094719640910625,0.02968823723495,-0.1299564436852247,-0.1256442595753105,6.866159419518047,0.0040203088553629,0.099076431501252,M1
0.0718172639608383,0.0211072526005811,0.0130062755197286,0.0384533368051052,0.0370575664009535,-0.1995409994092079,4.165493035874458,-0.1939897409571939,0.9076118618249892,3.4824401600782737,0.0584729138373321,36.25531914893617,0.8617410719168719,3.765724573787757,0.2173080222474638,0.3286402179111378,0.0169647112488746,0.0299709821119904,-0.2194122259102288,-0.1854742714590282,5.506671928515077,0.0031308167251657,0.1718528102904299,M1
0.0718172639608383,0.0215074790848626,0.0090478444471955,0.0370396114885807,0.2703889269579796,-0.1473277102419088,4.204155948594435,-0.1390301111716219,0.9678365588188172,3.1197085886735607,0.0128457763236168,17.804878048780488,0.8394592730242432,3.256932270491966,0.2052470160251672,0.23043485724563,0.0098960772156715,0.0316674560308456,-0.166922680484413,-0.1680722982124341,6.697323344250703,0.004223717580058,0.0806879630481995,M1
0.0718172639608383,0.020553839621039,0.013289020396769,0.0353431403636932,0.3167079804492005,-0.1811842320918782,4.531304443124659,-0.1372698519230811,1.0071381414309144,3.2760738764371027,0.0081801364319574,22.553763440860216,0.8181955452374318,3.4151574002948517,0.2643220173984237,0.1899696322410952,0.0127235278487205,0.0274262763559818,-0.1447760183947447,-0.156208487610376,7.092659720204794,0.0033151959988329,0.0920757118546902,M1
0.0718172639608383,0.0196455500985461,0.0113098053261637,0.0305364727973938,0.1199759580888053,-0.1159264604104736,3.172208225787876,-0.1269205505140178,1.0608597053214908,2.8660914716536743,0.2552362948960302,39.02608695652174,0.73171647473557,3.0582208973631726,0.162418198562974,0.5425783732229847,0.0,0.0303244139067828,-0.1748895915354939,-0.1802894595711535,4.000025572159501,0.0116603218323392,0.0907062533248684,M1
0.0718172639608383,0.0208370866172987,0.0118752950802445,0.0361913777887821,0.1037390110659075,-0.1576030975844396,4.426745119942681,-0.1548077823922199,0.9585059843957424,3.595747369999043,0.0108324865727972,34.48795180722892,0.800060922883261,3.638002249092366,0.0310989357737904,0.2155212018738636,0.0144200026988983,0.0291227474808692,-0.1392503803083438,-0.1634504049084218,6.827777007309984,0.0022913802525122,-0.0248318902443248,M1
0.071534514427185,0.0251416962966322,0.0141372559592127,0.0491976514458656,0.2403844273399871,-0.1110242937988477,4.11741608824128,-0.1067668682765734,1.2570848148316145,2.907481441175737,0.013786787455756,12.154228855721392,0.8037977901984819,2.947062699803288,0.2655395455867833,0.2744439016233487,0.0079168649390339,0.0296175507828593,-0.1481611280127265,-0.0989189246739906,6.4913554080540665,0.005597349178365,0.0020208703406764,M1
0.0718172639608383,0.0205964117828342,0.0113098053261637,0.0361913777887821,0.0936313270013746,-0.1779744274853926,4.43843344005403,-0.1733706129132031,0.926838530227542,3.2655738671129586,0.0114316725604845,19.810650887573967,0.8431456438250495,3.5692486053677444,0.3013631649133173,0.2532353135490749,0.0103201959282159,0.0331518668681383,-0.1668616284348359,-0.1653963825562251,6.816601608132103,0.0034640344556788,0.1201953746035784,M1
0.0718172639608383,0.024021554699478,0.0101788248866796,0.0497631430625915,0.0922596901351728,-0.1634913218902068,4.342587769539342,-0.1220674512304502,1.1530346255749464,3.305812306857617,0.0100729525960746,21.29834254143646,0.7930839023160929,3.392573643271186,0.2173918895349984,0.2485299938793143,0.0110270604491233,0.0359086319804191,-0.1336485235381428,-0.1387730174486938,6.922996957647965,0.003641584171978,-0.0260164232153378,M1
0.0718172639608383,0.0201251696795225,0.0093305893242359,0.0356258861720562,0.0499330726874673,-0.1942636761035133,4.432938342592975,-0.1722997227323138,0.9056326355785131,3.480145646876904,0.0147081237616217,26.98765432098765,0.8663307225303476,3.5094826276619404,0.2633790395047778,0.2349394373260826,0.0124407857656478,0.0356258861720562,-0.1927208245045521,-0.1696541577912378,6.51006090573675,0.0025243601386688,0.0584721935645396,M1
0.0718172639608383,0.0242389685008674,0.0113098053261637,0.0475011803209781,0.0931345012208867,-0.2124104236875136,3.963561246938117,-0.1875022260800091,1.0665146140381694,3.358179931038159,0.0862348615916955,30.544117647058822,0.8528856093309751,3.588394443982437,0.2723619540241738,0.3946220663142785,0.0152682419866323,0.0330811813473701,-0.2141615992614922,-0.1809199525443971,5.419351224286514,0.0046340782524513,-0.1213063497015597,M1
0.0718172639608383,0.0253974567249155,0.0115925502032041,0.045239221304655,0.4145816218682858,-0.1225487630064815,4.270821326459997,-0.1189459171548524,1.4476550333201883,2.8779608866151443,0.0111303263689195,11.735426008968613,0.7494471849670893,3.110147941066,0.3589958618568626,0.2866271706539275,0.0086237248033285,0.0318795125931501,-0.1144742495208556,-0.1191646619832661,6.792596062686331,0.0054883618798374,0.3056509262515349,M1
0.0718172639608383,0.0227465567236043,0.0130062755197286,0.0347776487469673,0.1077316274517936,-0.1267287780500066,4.2742004739387855,-0.1386717330215944,1.1145812794566154,3.0662095881735656,0.0107639763724419,15.17989417989418,0.7603341915125302,3.245016113891502,0.2499341217513046,0.2688077331118937,0.0093305893242359,0.0308192167431116,-0.1187384928359225,-0.1236286669047529,6.836621181693015,0.0041122019752807,-0.0175083261121508,M1
0.0718172639608383,0.0242196906738999,0.0130062755197286,0.0531560815870761,0.1549914397509817,-0.201951278395898,4.37906999886336,-0.1897563516503786,1.0656663896515963,3.6033294818240815,0.0171855377090356,41.51219512195122,0.8526797669270392,3.725795396783736,-0.0379420903021085,0.2185185743056471,0.0175301991403102,0.02968823723495,-0.1871919787423059,-0.2180278293748662,6.287544181152348,0.0022290297897911,-0.0565347301634116,M1
