ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_Green,Intensity_IntegratedIntensity_Green,Intensity_LowerQuartileIntensity_Green,Intensity_MADIntensity_Green,Intensity_MassDisplacement_Green,Intensity_MaxIntensityEdge_Green,Intensity_MaxIntensity_Green,Intensity_MeanIntensityEdge_Green,Intensity_MeanIntensity_Green,Intensity_MedianIntensity_Green,Intensity_MinIntensityEdge_Green,Intensity_MinIntensity_Green,Intensity_StdIntensityEdge_Green,Intensity_StdIntensity_Green,Intensity_UpperQuartileIntensity_Green,Location_CenterMassIntensity_X_Green,Location_CenterMassIntensity_Y_Green,Location_CenterMassIntensity_Z_Green,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Green,Location_MaxIntensity_Y_Green,Location_MaxIntensity_Z_Green,Number_Object_Number
1,1,4.384443078190088,47.77560335211456,0.03984235227108002,0.011504705995321274,0.4625103215578901,0.06846274435520172,0.1372082233428955,0.04022424842376228,0.053440272205944696,0.05134705826640129,0.01711568608880043,0.01711568608880043,0.011221960733393993,0.018123731585263373,0.06285176426172256,600.1368324571247,30.531322633024125,0.0,600.5906040268457,30.620805369127517,0,594.0,28.0,0.0,1
1,2,6.283718725666404,34.4487454239279,0.03423137217760086,0.008699212223291397,0.22655383025064135,0.0799674466252327,0.10297686606645584,0.03952024355765034,0.04532729661043145,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010925509895765993,0.01408547785324722,0.05415254831314087,121.10288109800608,70.22166793392348,0.0,120.89078947368421,70.30131578947369,0,132.0,63.0,0.0,2
1,3,7.226517183706164,89.4928630553186,0.03984235227108002,0.011504705995321274,0.18586649355596802,0.08277294039726257,0.14001372456550598,0.04129438390689237,0.05362064892469658,0.05134705826640129,0.01992117613554001,0.01711568608880043,0.012376151854810568,0.018609441600082998,0.06565725803375244,853.434940077619,78.23474440906598,0.0,853.3031755542241,78.10365488316357,0,873.0,77.0,0.0,3
1,4,12.17658218741417,98.0738858319819,0.03142588213086128,0.008699215948581696,0.4091457215721241,0.0799674466252327,0.108587846159935,0.040319808567596586,0.04267793117144556,0.03984235227108002,0.014310196042060852,0.014310196042060852,0.010961521586766488,0.013637188306382463,0.05134705826640129,786.9381759693456,57.73194176398311,0.0,786.8951261966928,58.13881636205396,0,801.0,49.0,0.0,4
1,5,7.95546692237258,72.17137150280178,0.03423137217760086,0.008699212223291397,0.14372764487543782,0.08586116880178452,0.1172870546579361,0.04038308082422629,0.04516356164130274,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010775653898358445,0.013598708898771952,0.05415254831314087,652.3454312866442,91.63443775467019,0.0,652.3141426783479,91.7747183979975,0,655.0,75.0,0.0,5
1,6,8.319659102708101,73.36283741518855,0.03703686222434044,0.008699215948581696,0.27216557545350767,0.07716196030378342,0.1172870546579361,0.04098354237787242,0.047330862848508744,0.045736078172922134,0.01992117613554001,0.01711568608880043,0.010466807882917123,0.015223519410328876,0.05724078416824341,237.82953878127591,94.1398295739969,0.0,237.6290322580645,94.32387096774194,0,250.0,89.0,0.0,6
1,7,7.174865392968059,53.08422754146159,0.03423137217760086,0.011504705995321274,0.10080434506711101,0.07435646653175354,0.10297686606645584,0.04076628064186397,0.046361770778569074,0.045736078172922134,0.01711568608880043,0.01711568608880043,0.012197776535051835,0.014909643285530112,0.05724078416824341,920.9077561296598,114.58574967875633,0.0,920.8096069868996,114.60873362445415,0,926.0,115.0,0.0,7
1,8,7.106968132779002,35.60249914973974,0.03423137217760086,0.008416470140218735,0.19930125989678696,0.07155098021030426,0.10297686606645584,0.03970373258535755,0.042894577288843064,0.03984235227108002,0.01711568608880043,0.01711568608880043,0.009876015744889484,0.013541367790387497,0.05134705826640129,357.65828635014674,126.4725199665818,0.0,357.61686746987954,126.66746987951807,0,366.0,120.0,0.0,8
1,9,10.444244192913175,50.51630920730531,0.03703686222434044,0.011504705995321274,0.8918919397463326,0.09708313643932343,0.108587846159935,0.04017016997274298,0.04829475067620011,0.045736078172922134,0.014310196042060852,0.014310196042060852,0.011602305385856196,0.015641485679043547,0.05724078416824341,463.5609261621764,131.91916507850047,0.0,463.92734225621416,132.7323135755258,0,458.0,121.0,0.0,9
1,10,10.689474768936634,43.18616180866957,0.03423137217760086,0.008699212223291397,0.11117074690541956,0.08277294039726257,0.09427765011787415,0.04095584202657714,0.04314301878987969,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010911715548897919,0.013435719975429548,0.05134705826640129,161.8465417498906,129.02230446557454,0.0,161.9070929070929,128.92907092907092,0,156.0,130.0,0.0,10
1,11,4.592919545248151,34.30768860690296,0.03703686222434044,0.011504705995321274,0.28993917056102936,0.07716196030378342,0.1172870546579361,0.040288767940773254,0.04950604416580513,0.045736078172922134,0.01711568608880043,0.01711568608880043,0.011837733882313885,0.017034318986075065,0.060046274214982986,637.0334223590911,155.4170492776071,0.0,636.8268398268398,155.6204906204906,0,638.0,151.0,0.0,11
1,12,10.949015583842993,42.8477846365422,0.03423137217760086,0.008699212223291397,0.24190504335695892,0.07155098021030426,0.09147215634584427,0.040702660162985106,0.04314983347083807,0.04293058440089226,0.01711568608880043,0.014310196042060852,0.011629548034180912,0.013528776709697385,0.05134705826640129,818.8093837226122,167.2460580753276,0.0,818.5941591137965,167.35649546827796,0,834.0,160.0,0.0,12
1,13,11.58486257493496,128.10394308529794,0.04293058440089226,0.017115682363510132,1.4407520672246303,0.08586116880178452,0.18013881146907806,0.044048907129030264,0.061001877659665686,0.05724078416824341,0.014310196042060852,0.014310196042060852,0.013916698143457886,0.02473350228433012,0.07435646653175354,485.68097709198514,168.47618559650329,0.0,484.36571428571426,167.88809523809525,0,499.0,167.0,0.0,13
1,14,6.053081106394529,25.802735334262252,0.03142588213086128,0.008699212223291397,0.20140763620334481,0.07435646653175354,0.09147215634584427,0.03956262161042176,0.04286168660176454,0.04293058440089226,0.01992117613554001,0.01711568608880043,0.010653535502458447,0.013653546633517056,0.05134705826640129,281.1845932748158,173.07557722127896,0.0,281.3853820598007,173.0598006644518,0,278.0,169.0,0.0,14
1,15,12.089329252019525,112.72298056073487,0.036335489712655544,0.011504705995321274,0.2907966192923072,0.06846274435520172,0.11139333248138428,0.040297764173398413,0.04706596265583919,0.045736078172922134,0.01711568608880043,0.014310196042060852,0.011042077337161376,0.01567087386215356,0.05724078416824341,609.46450571807,182.5441370352371,0.0,609.6901878914405,182.360751565762,0,617.0,178.0,0.0,15
1,16,12.162271967157722,73.53223190270364,0.03423137217760086,0.008699212223291397,0.39060917897089065,0.07435646653175354,0.108587846159935,0.038733350213878096,0.0438213539348651,0.04293058440089226,0.01711568608880043,0.014310196042060852,0.010645699709910693,0.013807365724572864,0.05134705826640129,266.18309995459697,181.59437411240083,0.0,266.56138259833136,181.49702026221692,0,253.0,174.0,0.0,16
1,17,12.22934302687645,183.2221123520285,0.04293058440089226,0.01739843189716339,1.8921840295175374,0.108587846159935,0.18883804976940155,0.04275994065341416,0.06148393031947265,0.05724078416824341,0.01992117613554001,0.014310196042060852,0.014247820435023642,0.026755773700280157,0.07716196030378342,510.9077577611172,192.56327805836673,0.0,509.7963087248322,194.0946308724832,0,515.0,197.0,0.0,17
1,18,10.5129896979779,126.5296457502991,0.03984235227108002,0.014310196042060852,0.8705124653864914,0.09708313643932343,0.1658286303281784,0.04074802208518566,0.0547747384200429,0.05134705826640129,0.01711568608880043,0.01711568608880043,0.012855011115344699,0.02116869659366993,0.06565725803375244,134.65760277724073,215.88348279045317,0.0,135.0839826839827,216.64242424242425,0,139.0,223.0,0.0,18
1,19,9.98914536088705,184.64278029836714,0.04293058440089226,0.01739843189716339,0.731420298907191,0.07716196030378342,0.18883804976940155,0.03979739187604402,0.06351660828977197,0.05724078416824341,0.01992117613554001,0.01711568608880043,0.011095821415480496,0.02788149207890874,0.07716196030378342,362.26890774729605,232.34033447136537,0.0,362.94564843481254,232.61781905744755,0,360.0,222.0,0.0,19
1,20,7.80842849239707,78.1586884520948,0.03703686222434044,0.011504705995321274,0.7709263496982971,0.08277294039726257,0.12879176437854767,0.04066889839790141,0.050884562794332545,0.04854156821966171,0.01711568608880043,0.01711568608880043,0.011161187378647556,0.01824674901075973,0.060046274214982986,415.2939525850216,236.3843117851149,0.0,415.3151041666667,237.15494791666666,0,414.0,236.0,0.0,20
1,21,10.381957929581404,62.98388001136482,0.03703686222434044,0.008699215948581696,0.2643110294514968,0.06565725803375244,0.1172870546579361,0.03947512520753386,0.04641406043578837,0.045736078172922134,0.01711568608880043,0.014310196042060852,0.010658042449482708,0.014350049247208112,0.05415254831314087,469.35347458634016,225.65432528320574,0.0,469.3861459100958,225.39204126750184,0,458.0,214.0,0.0,21
1,22,10.695695111528039,141.1627557836473,0.045736078172922134,0.01431019976735115,1.2973356811631542,0.108587846159935,0.15741215646266937,0.04438047764119518,0.06105655526974364,0.05724078416824341,0.01711568608880043,0.01711568608880043,0.014606821696664763,0.022410454122498077,0.07435646653175354,191.59471780555066,232.87836139092065,0.0,190.98356401384083,231.7339965397924,0,210.0,241.0,0.0,22
1,23,8.030932424589992,32.382510183379054,0.03703686222434044,0.008699212223291397,0.27517439621030904,0.06846274435520172,0.11448156833648682,0.0407661544395431,0.045609169272364865,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010687617208460842,0.013967126747088738,0.05415254831314087,896.5293195717708,243.15839827148886,0.0,896.8028169014085,243.18873239436618,0,907.0,253.0,0.0,23
1,24,7.574137147516012,24.76848672889173,0.03423137217760086,0.008416473865509033,0.3358616884008443,0.06846274435520172,0.108587846159935,0.04028796355061708,0.04219503701685133,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010595006094130714,0.012334011068698917,0.04854156821966171,715.5955983032018,246.8551698960664,0.0,715.7768313458263,246.57240204429303,0,725.0,246.0,0.0,24
1,25,4.1493034809827805,13.540248082950711,0.03423137217760086,0.008699215948581696,0.13115942619251236,0.06285176426172256,0.09708313643932343,0.03989714885560366,0.042984914549049874,0.03984235227108002,0.01992117613554001,0.01711568608880043,0.010715891386622897,0.013217109295927388,0.05134705826640129,732.5449383898533,251.50569314219075,0.0,732.5492063492063,251.37460317460318,0,732.0,248.0,0.0,25
1,26,11.273409293964505,181.5352496933192,0.04293058440089226,0.01739843189716339,1.2239969515818654,0.108587846159935,0.20034274458885193,0.04369538486032754,0.0633630888981917,0.05724078416824341,0.01711568608880043,0.01711568608880043,0.013769142287173753,0.027667189592945944,0.0799674466252327,552.504422958551,263.01405952213105,0.0,553.7113438045375,263.2178010471204,0,565.0,264.0,0.0,26
1,27,11.259642619639635,229.29195842891932,0.045736078172922134,0.01992117613554001,1.1668912235656623,0.09708313643932343,0.22306941449642181,0.04297573518946426,0.06927249499363121,0.06285176426172256,0.01711568608880043,0.01711568608880043,0.014324511452491131,0.031031479351681057,0.08586116880178452,165.76535412375884,267.1226456401297,0.0,164.59848942598188,267.1305135951662,0,167.0,255.0,0.0,27
1,28,9.092953206971288,180.05477995425463,0.05415254831314087,0.02300940826535225,0.6616791192234281,0.10297686606645584,0.20595373213291168,0.04414054954840431,0.08016686551836805,0.07435646653175354,0.01711568608880043,0.01711568608880043,0.01361363460989952,0.03375619543965606,0.10297686606645584,511.7722138903593,283.7693045350845,0.0,511.1108637577916,283.74844167408725,0,518.0,298.0,0.0,28
1,29,10.823029277846217,185.59712205827236,0.03703686222434044,0.014310196042060852,1.4073134504414297,0.07716196030378342,0.16863411664962769,0.03921387419509499,0.05412572821763557,0.05134705826640129,0.01711568608880043,0.01711568608880043,0.010505065750556895,0.02217886118420004,0.06565725803375244,69.91818022575664,271.2556794016127,0.0,71.21463983668708,271.8031496062992,0,62.0,284.0,0.0,29
1,30,7.516896376386285,75.94136849790812,0.03423137217760086,0.011504705995321274,0.7388503559001695,0.07435646653175354,0.11139333248138428,0.04041342137842088,0.046647032246872305,0.045736078172922134,0.01711568608880043,0.014310196042060852,0.010944726829182424,0.0157090050307258,0.05415254831314087,393.45164453803477,293.27713022138056,0.0,393.4477886977887,294.01597051597054,0,379.0,288.0,0.0,30
1,31,7.502868929877877,88.6239434350282,0.03984235227108002,0.014310196042060852,0.4403563857731381,0.08277294039726257,0.1459074467420578,0.04168260516598821,0.05725060945415258,0.05415254831314087,0.01992117613554001,0.014310196042060852,0.011750123160884281,0.020655900268646603,0.07155098021030426,554.4189820321337,312.77508367633135,0.0,554.4922480620155,313.2093023255814,0,562.0,296.0,0.0,31
1,32,10.173503413796425,79.47305225394666,0.03703686222434044,0.011504705995321274,1.0570231991502719,0.07155098021030426,0.15741215646266937,0.03989609181880951,0.05214767208264217,0.04854156821966171,0.01711568608880043,0.014310196042060852,0.011171439571237594,0.018623328909265494,0.06285176426172256,207.80250101173564,312.4049853040806,0.0,208.01246719160105,313.4409448818898,0,196.0,301.0,0.0,32
1,33,6.381650114431977,61.43942476063967,0.03984235227108002,0.011504705995321274,1.0661921825406737,0.07716196030378342,0.14001372456550598,0.04198454022652617,0.053010720242139486,0.04854156821966171,0.01992117613554001,0.01711568608880043,0.010979410695590336,0.01901534750100019,0.06285176426172256,850.4819842108444,313.2449026597215,0.0,850.7989646246765,312.2269197584124,0,841.0,321.0,0.0,33
1,34,13.985843287780881,187.33161462657154,0.03984235227108002,0.014310196042060852,1.7738433736757213,0.08586116880178452,0.14871293306350708,0.0423813432963057,0.055803281092216724,0.05134705826640129,0.01711568608880043,0.01711568608880043,0.012362474588740313,0.021052765335235812,0.06846274435520172,488.41296735613815,323.74670623555244,0.0,487.398272266905,325.2016681560917,0,491.0,306.0,0.0,34
1,35,7.8224559631198645,29.979289392009377,0.03423137217760086,0.008699212223291397,0.13165177667005976,0.06846274435520172,0.09708313643932343,0.04011515878523007,0.04408719028236673,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010842289092459389,0.013433650657353606,0.05134705826640129,956.4285671147052,328.754389578516,0.0,956.5470588235294,328.81176470588235,0,951.0,324.0,0.0,35
1,36,7.958250485360622,74.6205479837954,0.03703686222434044,0.011504705995321274,1.8212027939381987,0.07155098021030426,0.12289803475141525,0.03939727963049813,0.05149796272173596,0.04854156821966171,0.01711568608880043,0.01711568608880043,0.010278298087765531,0.01874013237608627,0.060046274214982986,657.5217674274388,343.2137963562423,0.0,657.743961352657,345.0213940648723,0,657.0,328.0,0.0,36
1,37,7.055881889536977,45.26649040915072,0.03142588213086128,0.008699212223291397,0.23121491547785178,0.06285176426172256,0.09708313643932343,0.03898277287037004,0.04331721570253658,0.04293058440089226,0.01711568608880043,0.01711568608880043,0.010847181841510276,0.013970329315899966,0.05134705826640129,601.3819687963697,333.8621193030296,0.0,601.1559808612441,333.911004784689,0,595.0,319.0,0.0,37
